contract_id,close_time,row_count,has_outcome_row,trader_actual_side,trader_actual_label,trader_kalshi_price,trader_kalshi_target,trader_kalshi_target_source,official_result,official_raw_result,official_status,official_settlement_ts,official_settlement_value_dollars,official_expiration_value,official_floor_strike,official_title,discrepancy,note
KXBTC15M-26JUN052000-00,2026-06-06T00:00:00Z,2,1,YES,1,60934.91,60775.28,observed_source_snapshot,YES,yes,finalized,2026-06-06T00:00:04.41024Z,1.0000,60967.28,60775.28,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052015-15,2026-06-06T00:15:00Z,2,1,YES,1,61413.36,60967.28,observed_source_snapshot,YES,yes,finalized,2026-06-06T00:15:04.456065Z,1.0000,61405.05,60967.28,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052030-30,2026-06-06T00:30:00Z,2,1,NO,0,61293.51,61405.05,observed_source_snapshot,NO,no,finalized,2026-06-06T00:30:04.457577Z,0.0000,61295.83,61405.05,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052045-45,2026-06-06T00:45:00Z,2,1,NO,0,61220.55,61295.83,observed_source_snapshot,NO,no,finalized,2026-06-06T00:45:04.464015Z,0.0000,61217.03,61295.83,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052100-00,2026-06-06T01:00:00Z,2,1,YES,1,61269.72,61217.03,observed_source_snapshot,YES,yes,finalized,2026-06-06T01:00:04.455269Z,1.0000,61266.30,61217.03,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052115-15,2026-06-06T01:15:00Z,2,1,NO,0,61143.98,61266.3,observed_source_snapshot,NO,no,finalized,2026-06-06T01:15:04.458221Z,0.0000,61120.91,61266.3,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052130-30,2026-06-06T01:30:00Z,2,1,YES,1,61267.61,61120.91,observed_source_snapshot,YES,yes,finalized,2026-06-06T01:30:04.457906Z,1.0000,61262.04,61120.91,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052145-45,2026-06-06T01:45:00Z,2,1,NO,0,61029.39,61262.04,observed_source_snapshot,NO,no,finalized,2026-06-06T01:45:04.457713Z,0.0000,61038.88,61262.04,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052200-00,2026-06-06T02:00:00Z,2,1,YES,1,61056.52,61038.88,observed_source_snapshot,YES,yes,finalized,2026-06-06T02:00:04.4632Z,1.0000,61074.46,61038.88,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052215-15,2026-06-06T02:15:00Z,2,1,NO,0,60882.8,61074.46,observed_source_snapshot,NO,no,finalized,2026-06-06T02:15:04.460432Z,0.0000,60876.98,61074.46,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052230-30,2026-06-06T02:30:00Z,2,1,NO,0,60839.83,60876.98,observed_source_snapshot,NO,no,finalized,2026-06-06T02:30:04.455901Z,0.0000,60828.36,60876.98,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052245-45,2026-06-06T02:45:00Z,2,1,YES,1,60943.98,60828.36,observed_source_snapshot,YES,yes,finalized,2026-06-06T02:45:04.454183Z,1.0000,60932.69,60828.36,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052300-00,2026-06-06T03:00:00Z,2,1,YES,1,60953.36,60932.69,observed_source_snapshot,YES,yes,finalized,2026-06-06T03:00:04.59609Z,1.0000,60954.07,60932.69,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052315-15,2026-06-06T03:15:00Z,2,1,NO,0,60829.78,60954.07,observed_source_snapshot,NO,no,finalized,2026-06-06T03:15:04.486197Z,0.0000,60877.52,60954.07,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN052330-30,2026-06-06T03:30:00Z,1,0,,,,,,NO,no,finalized,2026-06-06T03:30:04.469796Z,0.0000,60770.85,60877.52,BTC price up in next 15 mins?,UNKNOWN,no trader outcome row
KXBTC15M-26JUN052345-45,2026-06-06T03:45:00Z,2,1,NO,0,60615.68,60770.85,observed_source_snapshot,NO,no,finalized,2026-06-06T03:45:04.47961Z,0.0000,60636.91,60770.85,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060000-00,2026-06-06T04:00:00Z,2,1,YES,1,60667.71,60636.91,observed_source_snapshot,YES,yes,finalized,2026-06-06T04:00:04.51077Z,1.0000,60670.30,60636.91,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060015-15,2026-06-06T04:15:00Z,2,1,NO,0,60159.19,60670.3,observed_source_snapshot,NO,no,finalized,2026-06-06T04:15:04.470527Z,0.0000,60123.60,60670.3,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060030-30,2026-06-06T04:30:00Z,2,1,NO,0,59951.18,60123.6,observed_source_snapshot,NO,no,finalized,2026-06-06T04:30:04.485874Z,0.0000,59947.98,60123.6,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060045-45,2026-06-06T04:45:00Z,2,1,NO,0,59802.88,59947.98,observed_source_snapshot,NO,no,finalized,2026-06-06T04:45:04.485807Z,0.0000,59802.48,59947.98,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060100-00,2026-06-06T05:00:00Z,2,1,YES,1,60038.02,59802.48,observed_source_snapshot,YES,yes,finalized,2026-06-06T05:00:04.461611Z,1.0000,60080.82,59802.48,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060115-15,2026-06-06T05:15:00Z,2,1,NO,0,59923.5,60080.82,observed_source_snapshot,NO,no,finalized,2026-06-06T05:15:04.482692Z,0.0000,59932.20,60080.82,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060130-30,2026-06-06T05:30:00Z,2,1,YES,1,60748.02,59932.2,observed_source_snapshot,YES,yes,finalized,2026-06-06T05:30:04.463984Z,1.0000,60734.78,59932.2,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060145-45,2026-06-06T05:45:00Z,2,1,YES,1,60754.99,60734.78,observed_source_snapshot,YES,yes,finalized,2026-06-06T05:45:04.52856Z,1.0000,60768.86,60734.78,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060200-00,2026-06-06T06:00:00Z,2,1,YES,1,60921.95,60768.86,observed_source_snapshot,YES,yes,finalized,2026-06-06T06:00:04.457828Z,1.0000,60930.92,60768.86,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060215-15,2026-06-06T06:15:00Z,2,1,YES,1,61120.12,60930.92,observed_source_snapshot,YES,yes,finalized,2026-06-06T06:15:04.460313Z,1.0000,61122.92,60930.92,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060230-30,2026-06-06T06:30:00Z,2,1,NO,0,61009.09,61122.92,observed_source_snapshot,NO,no,finalized,2026-06-06T06:30:04.46012Z,0.0000,61013.03,61122.92,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060245-45,2026-06-06T06:45:00Z,2,1,NO,0,60844.43,61013.03,observed_source_snapshot,NO,no,finalized,2026-06-06T06:45:04.458605Z,0.0000,60806.48,61013.03,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060300-00,2026-06-06T07:00:00Z,2,1,NO,0,60760.78,60806.48,observed_source_snapshot,NO,no,finalized,2026-06-06T07:00:04.582755Z,0.0000,60745.10,60806.48,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060315-15,2026-06-06T07:15:00Z,2,1,YES,1,60984.1,60745.1,observed_source_snapshot,YES,yes,finalized,2026-06-06T07:15:04.455152Z,1.0000,61045.96,60745.1,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060330-30,2026-06-06T07:30:00Z,2,1,NO,0,60853.79,61045.96,observed_source_snapshot,NO,no,finalized,2026-06-06T07:30:04.457811Z,0.0000,60863.73,61045.96,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060345-45,2026-06-06T07:45:00Z,2,1,YES,1,61023.97,60863.73,observed_source_snapshot,YES,yes,finalized,2026-06-06T07:45:04.407195Z,1.0000,61028.49,60863.73,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060400-00,2026-06-06T08:00:00Z,2,1,NO,0,60980.81,61028.49,observed_source_snapshot,NO,no,finalized,2026-06-06T08:00:04.457412Z,0.0000,60972.98,61028.49,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060415-15,2026-06-06T08:15:00Z,2,1,YES,1,61122.78,60972.98,observed_source_snapshot,YES,yes,finalized,2026-06-06T08:15:04.454919Z,1.0000,61106.93,60972.98,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060430-30,2026-06-06T08:30:00Z,2,1,YES,1,61199.25,61106.93,observed_source_snapshot,YES,yes,finalized,2026-06-06T08:30:04.45084Z,1.0000,61391.37,61106.93,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060445-45,2026-06-06T08:45:00Z,2,1,NO,0,61329.36,61391.37,observed_source_snapshot,NO,no,finalized,2026-06-06T08:45:04.458928Z,0.0000,61348.93,61391.37,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060500-00,2026-06-06T09:00:00Z,2,1,NO,0,61290.78,61348.93,observed_source_snapshot,NO,no,finalized,2026-06-06T09:00:04.45752Z,0.0000,61244.72,61348.93,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060515-15,2026-06-06T09:15:00Z,2,1,NO,0,61217.92,61244.72,observed_source_snapshot,NO,no,finalized,2026-06-06T09:15:04.458074Z,0.0000,61227.29,61244.72,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060530-30,2026-06-06T09:30:00Z,2,1,YES,1,61291.94,61227.29,observed_source_snapshot,YES,yes,finalized,2026-06-06T09:30:04.45504Z,1.0000,61282.70,61227.29,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060545-45,2026-06-06T09:45:00Z,2,1,NO,0,61074.9,61282.7,observed_source_snapshot,NO,no,finalized,2026-06-06T09:45:04.454266Z,0.0000,61084.76,61282.7,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060600-00,2026-06-06T10:00:00Z,2,1,NO,0,60955.48,61084.76,observed_source_snapshot,NO,no,finalized,2026-06-06T10:00:04.405613Z,0.0000,60949.89,61084.76,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060615-15,2026-06-06T10:15:00Z,2,1,NO,0,60575.81,60949.89,observed_source_snapshot,NO,no,finalized,2026-06-06T10:15:04.451961Z,0.0000,60608.78,60949.89,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060630-30,2026-06-06T10:30:00Z,2,1,NO,0,60506.05,60608.78,observed_source_snapshot,NO,no,finalized,2026-06-06T10:30:04.462457Z,0.0000,60585.43,60608.78,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060645-45,2026-06-06T10:45:00Z,2,1,NO,0,60392.97,60585.43,observed_source_snapshot,NO,no,finalized,2026-06-06T10:45:04.452825Z,0.0000,60387.64,60585.43,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060700-00,2026-06-06T11:00:00Z,2,1,YES,1,60531.49,60387.64,observed_source_snapshot,YES,yes,finalized,2026-06-06T11:00:04.453136Z,1.0000,60548.21,60387.64,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060715-15,2026-06-06T11:15:00Z,2,1,YES,1,60591.37,60548.21,observed_source_snapshot,YES,yes,finalized,2026-06-06T11:15:04.45486Z,1.0000,60601.06,60548.21,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060730-30,2026-06-06T11:30:00Z,2,1,YES,1,60760.02,60601.06,observed_source_snapshot,YES,yes,finalized,2026-06-06T11:30:04.452614Z,1.0000,60780.88,60601.06,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060745-45,2026-06-06T11:45:00Z,2,1,YES,1,60797.59,60780.88,observed_source_snapshot,YES,yes,finalized,2026-06-06T11:45:05.153409Z,1.0000,60803.66,60780.88,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060800-00,2026-06-06T12:00:00Z,2,1,NO,0,60730.77,60803.66,observed_source_snapshot,NO,no,finalized,2026-06-06T12:00:04.457407Z,0.0000,60759.07,60803.66,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060815-15,2026-06-06T12:15:00Z,2,1,YES,1,61034.64,60759.07,observed_source_snapshot,YES,yes,finalized,2026-06-06T12:15:04.450668Z,1.0000,61016.57,60759.07,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060830-30,2026-06-06T12:30:00Z,2,1,NO,0,60731.2,61016.57,observed_source_snapshot,NO,no,finalized,2026-06-06T12:30:04.454505Z,0.0000,60722.83,61016.57,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060845-45,2026-06-06T12:45:00Z,2,1,YES,1,60797.34,60722.83,observed_source_snapshot,YES,yes,finalized,2026-06-06T12:45:04.412439Z,1.0000,60805.87,60722.83,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060900-00,2026-06-06T13:00:00Z,2,1,YES,1,61007.94,60805.87,observed_source_snapshot,YES,yes,finalized,2026-06-06T13:00:04.451171Z,1.0000,61003.73,60805.87,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060915-15,2026-06-06T13:15:00Z,2,1,NO,0,61002.31,61003.73,observed_source_snapshot,NO,no,finalized,2026-06-06T13:15:04.459368Z,0.0000,60988.97,61003.73,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060930-30,2026-06-06T13:30:00Z,2,1,NO,0,60859.31,60988.97,observed_source_snapshot,NO,no,finalized,2026-06-06T13:30:04.458545Z,0.0000,60867.52,60988.97,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN060945-45,2026-06-06T13:45:00Z,2,1,NO,0,60835.68,60867.52,observed_source_snapshot,NO,no,finalized,2026-06-06T13:45:04.455026Z,0.0000,60846.04,60867.52,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061000-00,2026-06-06T14:00:00Z,2,1,NO,0,60800.81,60846.04,observed_source_snapshot,NO,no,finalized,2026-06-06T14:00:04.45655Z,0.0000,60789.64,60846.04,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061015-15,2026-06-06T14:15:00Z,2,1,YES,1,60870.61,60789.64,observed_source_snapshot,YES,yes,finalized,2026-06-06T14:15:04.454941Z,1.0000,60880.89,60789.64,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061030-30,2026-06-06T14:30:00Z,2,1,NO,0,60831.31,60880.89,observed_source_snapshot,NO,no,finalized,2026-06-06T14:30:04.459377Z,0.0000,60844.17,60880.89,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061045-45,2026-06-06T14:45:00Z,2,1,YES,1,60929.1,60844.17,observed_source_snapshot,YES,yes,finalized,2026-06-06T14:45:04.455539Z,1.0000,60936.79,60844.17,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061100-00,2026-06-06T15:00:00Z,2,1,NO,0,60786.23,60936.79,observed_source_snapshot,NO,no,finalized,2026-06-06T15:00:04.458515Z,0.0000,60780.19,60936.79,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061115-15,2026-06-06T15:15:00Z,2,1,NO,0,60621.77,60780.19,observed_source_snapshot,NO,no,finalized,2026-06-06T15:15:04.456702Z,0.0000,60595.38,60780.19,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061130-30,2026-06-06T15:30:00Z,2,1,YES,1,60632.25,60595.38,observed_source_snapshot,YES,yes,finalized,2026-06-06T15:30:04.45727Z,1.0000,60638.20,60595.38,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061145-45,2026-06-06T15:45:00Z,2,1,YES,1,60852.75,60638.2,observed_source_snapshot,YES,yes,finalized,2026-06-06T15:45:04.456996Z,1.0000,60844.59,60638.2,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061200-00,2026-06-06T16:00:00Z,2,1,NO,0,60796.58,60844.59,observed_source_snapshot,NO,no,finalized,2026-06-06T16:00:04.454817Z,0.0000,60775.32,60844.59,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061215-15,2026-06-06T16:15:00Z,4,1,YES,1,60796.79,60775.32,observed_source_snapshot,NO,no,finalized,2026-06-06T16:15:04.411258Z,0.0000,60769.58,60775.32,BTC price up in next 15 mins?,YES,trader outcome differs from official Kalshi result
KXBTC15M-26JUN061230-30,2026-06-06T16:30:00Z,3,1,NO,0,60619.75875,60769.58,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T16:30:04.459026Z,0.0000,60608.46,60769.58,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061245-45,2026-06-06T16:45:00Z,2,1,YES,1,60683.954375,60608.46,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T16:45:04.458686Z,1.0000,60710.04,60608.46,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061300-00,2026-06-06T17:00:00Z,2,1,YES,1,60721.996,60710.04,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T17:00:04.461085Z,1.0000,60737.27,60710.04,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061315-15,2026-06-06T17:15:00Z,2,1,NO,0,60702.56875,60737.27,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T17:15:04.46009Z,0.0000,60698.67,60737.27,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061330-30,2026-06-06T17:30:00Z,1,0,,,,,,NO,no,finalized,2026-06-06T17:30:04.45905Z,0.0000,60647.48,60698.67,BTC price up in next 15 mins?,UNKNOWN,no trader outcome row
KXBTC15M-26JUN061345-45,2026-06-06T17:45:00Z,2,1,NO,0,60638.374375,60647.48,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T17:45:04.46146Z,1.0000,60663.66,60647.48,BTC price up in next 15 mins?,YES,trader outcome differs from official Kalshi result
KXBTC15M-26JUN061400-00,2026-06-06T18:00:00Z,2,1,NO,0,60534.461764705884,60663.66,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T18:00:04.458739Z,0.0000,60560.46,60663.66,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061415-15,2026-06-06T18:15:00Z,2,1,NO,0,60504.27058823529,60560.46,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T18:15:04.457547Z,0.0000,60477.94,60560.46,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061430-30,2026-06-06T18:30:00Z,2,1,YES,1,60670.75705882353,60477.94,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T18:30:04.460254Z,1.0000,60704.40,60477.94,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061445-45,2026-06-06T18:45:00Z,2,1,NO,0,60578.044705882356,60704.4,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T18:45:04.4546Z,0.0000,60579.86,60704.4,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061500-00,2026-06-06T19:00:00Z,2,1,YES,1,60627.092352941174,60579.86,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T19:00:04.458394Z,1.0000,60616.98,60579.86,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061515-15,2026-06-06T19:15:00Z,2,1,YES,1,60733.17444444444,60616.98,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T19:15:04.458749Z,1.0000,60720.43,60616.98,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061530-30,2026-06-06T19:30:00Z,2,1,NO,0,60582.319375,60720.43,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T19:30:04.456333Z,0.0000,60591.46,60720.43,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061545-45,2026-06-06T19:45:00Z,2,1,NO,0,60579.57125,60591.46,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T19:45:04.462095Z,0.0000,60587.60,60591.46,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061600-00,2026-06-06T20:00:00Z,1,0,,,,,,NO,no,finalized,2026-06-06T20:00:04.59465Z,0.0000,60575.84,60587.6,BTC price up in next 15 mins?,UNKNOWN,no trader outcome row
KXBTC15M-26JUN061615-15,2026-06-06T20:15:00Z,2,1,NO,0,60560.99176470588,60575.84,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T20:15:04.411879Z,0.0000,60557.41,60575.84,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061630-30,2026-06-06T20:30:00Z,2,1,YES,1,60576.25,60557.41,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T20:30:04.45783Z,1.0000,60561.99,60557.41,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061645-45,2026-06-06T20:45:00Z,2,1,YES,1,60684.3205882353,60561.99,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T20:45:04.460011Z,1.0000,60713.39,60561.99,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061700-00,2026-06-06T21:00:00Z,2,1,NO,0,60687.871875000004,60713.39,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T21:00:04.459641Z,0.0000,60691.66,60713.39,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061715-15,2026-06-06T21:15:00Z,1,0,,,,,,YES,yes,finalized,2026-06-06T21:15:04.510656Z,1.0000,60809.80,60691.66,BTC price up in next 15 mins?,UNKNOWN,no trader outcome row
KXBTC15M-26JUN061730-30,2026-06-06T21:30:00Z,2,1,YES,1,60868.1225,60809.8,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T21:30:04.519634Z,1.0000,60872.75,60809.8,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061745-45,2026-06-06T21:45:00Z,2,1,NO,0,60817.229999999996,60872.75,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T21:45:04.52279Z,0.0000,60813.99,60872.75,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061800-00,2026-06-06T22:00:00Z,2,1,NO,0,60737.21461538462,60813.99,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T22:00:04.412185Z,0.0000,60730.06,60813.99,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061815-15,2026-06-06T22:15:00Z,2,1,NO,0,60616.1385,60730.06,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T22:15:04.459066Z,0.0000,60606.84,60730.06,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061830-30,2026-06-06T22:30:00Z,2,1,NO,0,60439.62478260869,60606.84,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T22:30:04.461523Z,0.0000,60429.72,60606.84,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061845-45,2026-06-06T22:45:00Z,2,1,YES,1,60551.78863636364,60429.72,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T22:45:04.4631Z,1.0000,60550.66,60429.72,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061900-00,2026-06-06T23:00:00Z,2,1,YES,1,60577.64409090909,60550.66,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T23:00:04.457295Z,1.0000,60584.16,60550.66,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061915-15,2026-06-06T23:15:00Z,2,1,YES,1,60704.26238095238,60584.16,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T23:15:04.462536Z,1.0000,60715.95,60584.16,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061930-30,2026-06-06T23:30:00Z,2,1,NO,0,60664.43217391304,60715.95,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-06T23:30:04.461841Z,0.0000,60676.17,60715.95,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN061945-45,2026-06-06T23:45:00Z,2,1,YES,1,60862.36954545454,60676.17,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-06T23:45:04.457913Z,1.0000,60848.98,60676.17,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062000-00,2026-06-07T00:00:00Z,2,1,YES,1,60863.90217391304,60848.98,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T00:00:04.459118Z,1.0000,60861.15,60848.98,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062015-15,2026-06-07T00:15:00Z,2,1,NO,0,60800.119090909095,60861.15,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T00:15:04.561484Z,0.0000,60802.02,60861.15,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062030-30,2026-06-07T00:30:00Z,2,1,NO,0,60774.38227272727,60802.02,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T00:30:04.461399Z,0.0000,60781.22,60802.02,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062045-45,2026-06-07T00:45:00Z,2,1,YES,1,60800.18739130435,60781.22,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T00:45:04.467344Z,1.0000,60787.88,60781.22,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062100-00,2026-06-07T01:00:00Z,2,1,NO,0,60775.36636363636,60787.88,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T01:00:04.520609Z,0.0000,60765.73,60787.88,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062115-15,2026-06-07T01:15:00Z,2,1,YES,1,61338.09782608696,60765.73,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T01:15:04.463034Z,1.0000,61315.11,60765.73,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062130-30,2026-06-07T01:30:00Z,2,1,YES,1,61533.659545454546,61315.11,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T01:30:04.456273Z,1.0000,61602.00,61315.11,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062145-45,2026-06-07T01:45:00Z,2,1,NO,0,61416.53095238095,61602.0,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T01:45:04.457898Z,0.0000,61413.62,61602,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062200-00,2026-06-07T02:00:00Z,2,1,YES,1,61473.52545454546,61413.62,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,YES,yes,finalized,2026-06-07T02:00:14.45873Z,1.0000,61469.13,61413.62,BTC price up in next 15 mins?,NO,
KXBTC15M-26JUN062215-15,2026-06-07T02:15:00Z,2,1,NO,0,61431.1659090909,61469.13,observed_source_snapshot; outcome_source=kalshi_60_sma_source_snapshot,NO,no,finalized,2026-06-07T02:15:04.456373Z,0.0000,61416.74,61469.13,BTC price up in next 15 mins?,NO,
