horizon_seconds,price_range,band_low,band_high,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
240,0.70-0.90,0.70,0.90,52,185,0.281081,40,12,0.769231,0.834154,-0.064923,-3.376000,-0.018249,0.9230539974,19,4,0.210526,-0.008408,0,0.000000,0
240,0.70-1.00,0.70,1.00,171,185,0.924324,156,15,0.912281,0.928579,-0.016298,-2.787000,-0.015065,0.845851403,16,4,0.250000,-0.007856,0,0.000000,0
240,0.80-0.90,0.80,0.90,39,185,0.210811,33,6,0.846154,0.860410,-0.014256,-0.556000,-0.003005,0.7023402962,14,4,0.285714,-0.006492,0,0.000000,0
240,0.80-1.00,0.80,1.00,158,185,0.854054,149,9,0.943038,0.942829,0.000209,0.033000,0.000178,0.5830956458,13,3,0.230769,-0.006321,5,0.005975,0
240,0.90-1.00,0.90,1.00,119,185,0.643243,116,3,0.974790,0.969840,0.004950,0.589000,0.003184,0.5140505966,7,2,0.285714,-0.001709,5,0.005975,0
300,0.50-0.60,0.50,0.60,7,185,0.037838,2,5,0.285714,0.568571,-0.282857,-1.980000,-0.010703,0.9717720218,2,0,0.000000,-0.008120,0,0.000000,0
300,0.50-0.70,0.50,0.70,21,185,0.113514,11,10,0.523810,0.626667,-0.102857,-2.160000,-0.011676,0.8852327997,7,0,0.000000,-0.015434,0,0.000000,0
300,0.50-0.80,0.50,0.80,41,185,0.221622,24,17,0.585366,0.691707,-0.106341,-4.360000,-0.023568,0.9495286415,13,0,0.000000,-0.015264,0,0.000000,0
300,0.50-0.90,0.50,0.90,82,185,0.443243,59,23,0.719512,0.776780,-0.057268,-4.696000,-0.025384,0.9198994145,17,0,0.000000,-0.016415,0,0.000000,0
300,0.50-1.00,0.50,1.00,185,185,1.000000,157,28,0.848649,0.879968,-0.031319,-5.794000,-0.031319,0.9332626894,11,0,0.000000,-0.015422,0,0.000000,0
