ticker,close_time_utc,close_date_utc,close_time_et,close_date_et,close_hour_et,close_hour_bucket_et,horizon_seconds,selected_timestamp_utc,selected_remaining_seconds,horizon_abs_error_seconds,yes_mid,more_likely_side,more_likely_mid,cost,price_bin,official_outcome,official_raw_result,official_status,official_settlement_ts,official_settlement_value_dollars,official_expiration_value,official_floor_strike,resolved,success,gross_pnl
KXHYPE15M-26JUN010000-00,2026-06-01T04:00:00Z,2026-06-01,2026-06-01T00:00:00-04:00,2026-06-01,0,00-03,660,2026-06-01T03:48:59.862000Z,660.138,0.138,0.880500,YES,0.880500,0.881000,0.80-0.90,YES,yes,finalized,2026-06-01T04:00:10.616311Z,1.0000,73.2825,72.7641,1,1,0.119000
KXHYPE15M-26JUN010000-00,2026-06-01T04:00:00Z,2026-06-01,2026-06-01T00:00:00-04:00,2026-06-01,0,00-03,720,2026-06-01T03:48:00.616000Z,719.384,0.616,0.775000,YES,0.775000,0.790000,0.70-0.80,YES,yes,finalized,2026-06-01T04:00:10.616311Z,1.0000,73.2825,72.7641,1,1,0.210000
KXHYPE15M-26JUN010000-00,2026-06-01T04:00:00Z,2026-06-01,2026-06-01T00:00:00-04:00,2026-06-01,0,00-03,780,2026-06-01T03:46:55.999000Z,784.001,4.001,0.640000,YES,0.640000,0.650000,0.60-0.70,YES,yes,finalized,2026-06-01T04:00:10.616311Z,1.0000,73.2825,72.7641,1,1,0.350000
KXHYPE15M-26JUN010000-00,2026-06-01T04:00:00Z,2026-06-01,2026-06-01T00:00:00-04:00,2026-06-01,0,00-03,840,2026-06-01T03:46:00.588000Z,839.412,0.588,0.505000,YES,0.505000,0.520000,0.50-0.60,YES,yes,finalized,2026-06-01T04:00:10.616311Z,1.0000,73.2825,72.7641,1,1,0.480000
KXHYPE15M-26JUN010000-00,2026-06-01T04:00:00Z,2026-06-01,2026-06-01T00:00:00-04:00,2026-06-01,0,00-03,900,2026-06-01T03:45:28.375000Z,871.625,28.375,0.505000,YES,0.505000,0.550000,0.50-0.60,YES,yes,finalized,2026-06-01T04:00:10.616311Z,1.0000,73.2825,72.7641,1,1,0.450000
KXHYPE15M-26JUN010130-30,2026-06-01T05:30:00Z,2026-06-01,2026-06-01T01:30:00-04:00,2026-06-01,1,00-03,60,2026-06-01T05:29:02.112000Z,57.888,2.112,0.795000,YES,0.795000,0.810000,0.70-0.80,YES,yes,finalized,2026-06-01T05:30:10.614926Z,1.0000,73.2822,73.1808,1,1,0.190000
KXHYPE15M-26JUN010130-30,2026-06-01T05:30:00Z,2026-06-01,2026-06-01T01:30:00-04:00,2026-06-01,1,00-03,120,2026-06-01T05:27:59.114000Z,120.886,0.886,0.923000,YES,0.923000,0.924000,0.90-1.00,YES,yes,finalized,2026-06-01T05:30:10.614926Z,1.0000,73.2822,73.1808,1,1,0.076000
KXHYPE15M-26JUN010130-30,2026-06-01T05:30:00Z,2026-06-01,2026-06-01T01:30:00-04:00,2026-06-01,1,00-03,180,2026-06-01T05:26:59.972000Z,180.028,0.028,0.929500,YES,0.929500,0.930000,0.90-1.00,YES,yes,finalized,2026-06-01T05:30:10.614926Z,1.0000,73.2822,73.1808,1,1,0.070000
KXHYPE15M-26JUN010130-30,2026-06-01T05:30:00Z,2026-06-01,2026-06-01T01:30:00-04:00,2026-06-01,1,00-03,240,2026-06-01T05:26:00.009000Z,239.991,0.009,0.895000,YES,0.895000,0.900000,0.80-0.90,YES,yes,finalized,2026-06-01T05:30:10.614926Z,1.0000,73.2822,73.1808,1,1,0.100000
KXHYPE15M-26JUN010130-30,2026-06-01T05:30:00Z,2026-06-01,2026-06-01T01:30:00-04:00,2026-06-01,1,00-03,300,2026-06-01T05:25:00.391000Z,299.609,0.391,0.933000,YES,0.933000,0.936000,0.90-1.00,YES,yes,finalized,2026-06-01T05:30:10.614926Z,1.0000,73.2822,73.1808,1,1,0.064000
KXHYPE15M-26JUN010130-30,2026-06-01T05:30:00Z,2026-06-01,2026-06-01T01:30:00-04:00,2026-06-01,1,00-03,360,2026-06-01T05:23:59.696000Z,360.304,0.304,0.933500,YES,0.933500,0.936000,0.90-1.00,YES,yes,finalized,2026-06-01T05:30:10.614926Z,1.0000,73.2822,73.1808,1,1,0.064000
KXHYPE15M-26JUN010130-30,2026-06-01T05:30:00Z,2026-06-01,2026-06-01T01:30:00-04:00,2026-06-01,1,00-03,420,2026-06-01T05:22:59.517000Z,420.483,0.483,0.937500,YES,0.937500,0.940000,0.90-1.00,YES,yes,finalized,2026-06-01T05:30:10.614926Z,1.0000,73.2822,73.1808,1,1,0.060000
KXHYPE15M-26JUN010145-45,2026-06-01T05:45:00Z,2026-06-01,2026-06-01T01:45:00-04:00,2026-06-01,1,00-03,60,2026-06-01T05:44:01.166000Z,58.834,1.166,0.795000,YES,0.795000,0.820000,0.70-0.80,YES,yes,finalized,2026-06-01T05:45:10.661942Z,1.0000,73.3552,73.2822,1,1,0.180000
KXHYPE15M-26JUN010145-45,2026-06-01T05:45:00Z,2026-06-01,2026-06-01T01:45:00-04:00,2026-06-01,1,00-03,120,2026-06-01T05:42:59.785000Z,120.215,0.215,0.755000,YES,0.755000,0.760000,0.70-0.80,YES,yes,finalized,2026-06-01T05:45:10.661942Z,1.0000,73.3552,73.2822,1,1,0.240000
KXHYPE15M-26JUN010145-45,2026-06-01T05:45:00Z,2026-06-01,2026-06-01T01:45:00-04:00,2026-06-01,1,00-03,180,2026-06-01T05:41:59.109000Z,180.891,0.891,0.775000,YES,0.775000,0.780000,0.70-0.80,YES,yes,finalized,2026-06-01T05:45:10.661942Z,1.0000,73.3552,73.2822,1,1,0.220000
KXHYPE15M-26JUN010145-45,2026-06-01T05:45:00Z,2026-06-01,2026-06-01T01:45:00-04:00,2026-06-01,1,00-03,240,2026-06-01T05:40:59.105000Z,240.895,0.895,0.540000,YES,0.540000,0.550000,0.50-0.60,YES,yes,finalized,2026-06-01T05:45:10.661942Z,1.0000,73.3552,73.2822,1,1,0.450000
KXHYPE15M-26JUN010145-45,2026-06-01T05:45:00Z,2026-06-01,2026-06-01T01:45:00-04:00,2026-06-01,1,00-03,300,2026-06-01T05:39:57.784000Z,302.216,2.216,0.250000,NO,0.750000,0.770000,0.70-0.80,YES,yes,finalized,2026-06-01T05:45:10.661942Z,1.0000,73.3552,73.2822,1,0,-0.770000
KXHYPE15M-26JUN010145-45,2026-06-01T05:45:00Z,2026-06-01,2026-06-01T01:45:00-04:00,2026-06-01,1,00-03,360,2026-06-01T05:38:59.147000Z,360.853,0.853,0.330000,NO,0.670000,0.680000,0.60-0.70,YES,yes,finalized,2026-06-01T05:45:10.661942Z,1.0000,73.3552,73.2822,1,0,-0.680000
KXHYPE15M-26JUN010145-45,2026-06-01T05:45:00Z,2026-06-01,2026-06-01T01:45:00-04:00,2026-06-01,1,00-03,420,2026-06-01T05:37:59.218000Z,420.782,0.782,0.260500,NO,0.739500,0.741000,0.70-0.80,YES,yes,finalized,2026-06-01T05:45:10.661942Z,1.0000,73.3552,73.2822,1,0,-0.741000
KXHYPE15M-26JUN010145-45,2026-06-01T05:45:00Z,2026-06-01,2026-06-01T01:45:00-04:00,2026-06-01,1,00-03,480,2026-06-01T05:36:59.783000Z,480.217,0.217,0.420000,NO,0.580000,0.590000,0.50-0.60,YES,yes,finalized,2026-06-01T05:45:10.661942Z,1.0000,73.3552,73.2822,1,0,-0.590000
