scope,horizon_seconds,price_range,band_low,band_high,band_width,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,minus_log10_p_value,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
0.50-1.00,750,0.65-0.80,0.65,0.80,0.15,70,184,0.380435,46,24,0.657143,0.720571,-0.063429,-4.440000,-0.024130,0.904830510574,0.043433,26,7,0.269231,-0.006303,0,0.000000,0
0.50-1.00,750,0.65-0.85,0.65,0.85,0.20,84,184,0.456522,58,26,0.690476,0.739286,-0.048810,-4.100000,-0.022283,0.874473967566,0.058253,26,4,0.153846,-0.009237,0,0.000000,0
0.50-1.00,750,0.65-0.90,0.65,0.90,0.25,96,184,0.521739,69,27,0.718750,0.756875,-0.038125,-3.660000,-0.019891,0.842307640815,0.074529,26,2,0.076923,-0.009331,0,0.000000,0
0.50-1.00,750,0.65-0.95,0.65,0.95,0.30,98,184,0.532609,71,27,0.724490,0.760357,-0.035867,-3.515000,-0.019103,0.833127006948,0.079289,26,2,0.076923,-0.007907,0,0.000000,0
0.50-1.00,750,0.65-1.00,0.65,1.00,0.35,98,184,0.532609,71,27,0.724490,0.760357,-0.035867,-3.515000,-0.019103,0.833127006948,0.079289,17,2,0.117647,-0.007113,0,0.000000,0
0.50-1.00,750,0.70-0.75,0.70,0.75,0.05,21,184,0.114130,14,7,0.666667,0.727143,-0.060476,-1.270000,-0.006902,0.80981295781,0.091615,15,5,0.333333,-0.004663,0,0.000000,0
0.50-1.00,750,0.70-0.80,0.70,0.80,0.10,40,184,0.217391,27,13,0.675000,0.750000,-0.075000,-3.000000,-0.016304,0.8972337601,0.047094,21,4,0.190476,-0.007397,0,0.000000,0
0.50-1.00,750,0.70-0.85,0.70,0.85,0.15,54,184,0.293478,39,15,0.722222,0.771481,-0.049259,-2.660000,-0.014457,0.848399670127,0.071400,24,2,0.083333,-0.009650,0,0.000000,0
0.50-1.00,750,0.70-0.90,0.70,0.90,0.20,66,184,0.358696,50,16,0.757576,0.791212,-0.033636,-2.220000,-0.012065,0.799945822544,0.096939,26,0,0.000000,-0.009210,0,0.000000,0
0.50-1.00,750,0.70-0.95,0.70,0.95,0.25,68,184,0.369565,52,16,0.764706,0.795221,-0.030515,-2.075000,-0.011277,0.786470560523,0.104318,26,0,0.000000,-0.007786,0,0.000000,0
0.50-1.00,750,0.70-1.00,0.70,1.00,0.30,68,184,0.369565,52,16,0.764706,0.795221,-0.030515,-2.075000,-0.011277,0.786470560523,0.104318,17,0,0.000000,-0.007143,0,0.000000,0
0.50-1.00,750,0.75-0.80,0.75,0.80,0.05,19,184,0.103261,13,6,0.684211,0.775263,-0.091053,-1.730000,-0.009402,0.886893046817,0.052129,13,2,0.153846,-0.007327,0,0.000000,0
0.50-1.00,750,0.75-0.85,0.75,0.85,0.10,33,184,0.179348,25,8,0.757576,0.799697,-0.042121,-1.390000,-0.007554,0.799330401145,0.097274,18,2,0.111111,-0.007901,0,0.000000,0
0.50-1.00,750,0.75-0.90,0.75,0.90,0.15,45,184,0.244565,36,9,0.800000,0.821111,-0.021111,-0.950000,-0.005163,0.724166831563,0.140161,23,3,0.130435,-0.006525,0,0.000000,0
0.50-1.00,750,0.75-0.95,0.75,0.95,0.20,47,184,0.255435,38,9,0.808511,0.825638,-0.017128,-0.805000,-0.004375,0.703964325305,0.152449,26,5,0.192308,-0.004833,0,0.000000,0
0.50-1.00,750,0.75-1.00,0.75,1.00,0.25,47,184,0.255435,38,9,0.808511,0.825638,-0.017128,-0.805000,-0.004375,0.703964325305,0.152449,17,4,0.235294,-0.004268,0,0.000000,0
0.50-1.00,750,0.80-0.85,0.80,0.85,0.05,14,184,0.076087,12,2,0.857143,0.832857,0.024286,0.340000,0.001848,0.577509311064,0.238441,10,1,0.100000,-0.007676,0,0.000000,0
0.50-1.00,750,0.80-0.90,0.80,0.90,0.10,26,184,0.141304,23,3,0.884615,0.854615,0.030000,0.780000,0.004239,0.464511682521,0.333003,15,3,0.200000,-0.005668,5,0.003065,0
0.50-1.00,750,0.80-0.95,0.80,0.95,0.15,28,184,0.152174,25,3,0.892857,0.859821,0.033036,0.925000,0.005027,0.433521936393,0.362989,19,6,0.315789,-0.003780,5,0.003065,0
0.50-1.00,750,0.80-1.00,0.80,1.00,0.20,28,184,0.152174,25,3,0.892857,0.859821,0.033036,0.925000,0.005027,0.433521936393,0.362989,13,5,0.384615,-0.003239,5,0.003065,0
0.50-1.00,750,0.85-0.90,0.85,0.90,0.05,12,184,0.065217,11,1,0.916667,0.880000,0.036667,0.440000,0.002391,0.568455018726,0.245304,7,4,0.571429,-0.000501,0,0.000000,0
0.50-1.00,750,0.85-0.95,0.85,0.95,0.10,14,184,0.076087,13,1,0.928571,0.886786,0.041786,0.585000,0.003179,0.51797344692,0.285693,11,7,0.636364,-0.000192,0,0.000000,0
0.50-1.00,750,0.85-1.00,0.85,1.00,0.15,14,184,0.076087,13,1,0.928571,0.886786,0.041786,0.585000,0.003179,0.51797344692,0.285693,8,6,0.750000,0.000348,0,0.000000,0
0.50-1.00,750,0.90-0.95,0.90,0.95,0.05,2,184,0.010870,2,0,1.000000,0.927500,0.072500,0.145000,0.000788,0.860256,0.065372,2,2,1.000000,0.001411,0,0.000000,0
0.50-1.00,750,0.90-1.00,0.90,1.00,0.10,2,184,0.010870,2,0,1.000000,0.927500,0.072500,0.145000,0.000788,0.860256,0.065372,2,2,1.000000,0.001411,0,0.000000,0
0.50-1.00,750,0.95-1.00,0.95,1.00,0.05,0,184,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,-0.000000,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,765,0.50-0.55,0.50,0.55,0.05,38,184,0.206522,17,21,0.447368,0.528684,-0.081316,-3.090000,-0.016793,0.87838453601,0.056315,8,3,0.375000,-0.003825,0,0.000000,0
0.50-1.00,765,0.50-0.60,0.50,0.60,0.10,60,184,0.326087,28,32,0.466667,0.548000,-0.081333,-4.880000,-0.026522,0.918629912435,0.036859,14,4,0.285714,-0.005279,0,0.000000,0
0.50-1.00,765,0.50-0.65,0.50,0.65,0.15,96,184,0.521739,49,47,0.510417,0.579271,-0.068854,-6.610000,-0.035924,0.929492540947,0.031754,17,7,0.411765,-0.005444,0,0.000000,0
0.50-1.00,765,0.50-0.70,0.50,0.70,0.20,118,184,0.641304,64,54,0.542373,0.597627,-0.055254,-6.520000,-0.035435,0.907150478763,0.042321,17,4,0.235294,-0.009520,0,0.000000,0
0.50-1.00,765,0.50-0.75,0.50,0.75,0.25,142,184,0.771739,83,59,0.584507,0.619014,-0.034507,-4.900000,-0.026630,0.827431360773,0.082268,17,3,0.176471,-0.014776,0,0.000000,0
0.50-1.00,765,0.50-0.80,0.50,0.80,0.30,162,184,0.880435,96,66,0.592593,0.639321,-0.046728,-7.570000,-0.041141,0.909402249387,0.041244,17,0,0.000000,-0.018456,0,0.000000,0
0.50-1.00,765,0.50-0.85,0.50,0.85,0.35,172,184,0.934783,103,69,0.598837,0.650872,-0.052035,-8.950000,-0.048641,0.937484894542,0.028036,17,0,0.000000,-0.019415,0,0.000000,0
0.50-1.00,765,0.50-0.90,0.50,0.90,0.40,182,184,0.989130,113,69,0.620879,0.662802,-0.041923,-7.630000,-0.041467,0.903680597699,0.043985,17,0,0.000000,-0.018145,0,0.000000,0
0.50-1.00,765,0.50-0.95,0.50,0.95,0.45,184,184,1.000000,115,69,0.625000,0.665625,-0.040625,-7.475000,-0.040625,0.899018108782,0.046232,17,0,0.000000,-0.016471,0,0.000000,0
0.50-1.00,765,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,115,69,0.625000,0.665625,-0.040625,-7.475000,-0.040625,0.899018108782,0.046232,11,0,0.000000,-0.015366,0,0.000000,0
0.50-1.00,765,0.55-0.60,0.55,0.60,0.05,22,184,0.119565,11,11,0.500000,0.581364,-0.081364,-1.790000,-0.009728,0.83898283475,0.076247,17,5,0.294118,-0.006355,0,0.000000,0
0.50-1.00,765,0.55-0.65,0.55,0.65,0.10,58,184,0.315217,32,26,0.551724,0.612414,-0.060690,-3.520000,-0.019130,0.860805887802,0.065095,23,8,0.347826,-0.006349,0,0.000000,0
0.50-1.00,765,0.55-0.70,0.55,0.70,0.15,80,184,0.434783,47,33,0.587500,0.630375,-0.042875,-3.430000,-0.018641,0.819854738777,0.086263,26,5,0.192308,-0.009605,0,0.000000,0
0.50-1.00,765,0.55-0.75,0.55,0.75,0.20,104,184,0.565217,66,38,0.634615,0.652019,-0.017404,-1.810000,-0.009837,0.686543392722,0.163332,26,3,0.115385,-0.014590,0,0.000000,0
0.50-1.00,765,0.55-0.80,0.55,0.80,0.25,124,184,0.673913,79,45,0.637097,0.673226,-0.036129,-4.480000,-0.024348,0.832648786306,0.079538,26,0,0.000000,-0.018478,0,0.000000,0
0.50-1.00,765,0.55-0.85,0.55,0.85,0.30,134,184,0.728261,86,48,0.641791,0.685522,-0.043731,-5.860000,-0.031848,0.884277177385,0.053412,26,0,0.000000,-0.019563,0,0.000000,0
0.50-1.00,765,0.55-0.90,0.55,0.90,0.35,144,184,0.782609,96,48,0.666667,0.698194,-0.031528,-4.540000,-0.024674,0.824924542265,0.083586,26,0,0.000000,-0.018180,0,0.000000,0
0.50-1.00,765,0.55-0.95,0.55,0.95,0.40,146,184,0.793478,98,48,0.671233,0.701267,-0.030034,-4.385000,-0.023832,0.817004726114,0.087775,26,0,0.000000,-0.016522,0,0.000000,0
0.50-1.00,765,0.55-1.00,0.55,1.00,0.45,146,184,0.793478,98,48,0.671233,0.701267,-0.030034,-4.385000,-0.023832,0.817004726114,0.087775,17,0,0.000000,-0.016016,0,0.000000,0
0.50-1.00,765,0.60-0.65,0.60,0.65,0.05,36,184,0.195652,21,15,0.583333,0.631389,-0.048056,-1.730000,-0.009402,0.781231241547,0.107220,17,8,0.470588,-0.002941,0,0.000000,0
0.50-1.00,765,0.60-0.70,0.60,0.70,0.10,58,184,0.315217,36,22,0.620690,0.648966,-0.028276,-1.640000,-0.008913,0.725097941027,0.139603,23,7,0.304348,-0.005929,0,0.000000,0
0.50-1.00,765,0.60-0.75,0.60,0.75,0.15,82,184,0.445652,55,27,0.670732,0.670976,-0.000244,-0.020000,-0.000109,0.553957501153,0.256524,26,5,0.192308,-0.010230,0,0.000000,0
0.50-1.00,765,0.60-0.80,0.60,0.80,0.20,102,184,0.554348,68,34,0.666667,0.693039,-0.026373,-2.690000,-0.014620,0.757173178756,0.120805,26,1,0.038462,-0.014118,0,0.000000,0
0.50-1.00,765,0.60-0.85,0.60,0.85,0.25,112,184,0.608696,75,37,0.669643,0.705982,-0.036339,-4.070000,-0.022120,0.831576933379,0.080098,26,0,0.000000,-0.015203,0,0.000000,0
0.50-1.00,765,0.60-0.90,0.60,0.90,0.30,122,184,0.663043,85,37,0.696721,0.719262,-0.022541,-2.750000,-0.014946,0.749555091205,0.125196,26,0,0.000000,-0.013819,0,0.000000,0
0.50-1.00,765,0.60-0.95,0.60,0.95,0.35,124,184,0.673913,87,37,0.701613,0.722540,-0.020927,-2.595000,-0.014103,0.738940033446,0.131391,26,0,0.000000,-0.012161,0,0.000000,0
0.50-1.00,765,0.60-1.00,0.60,1.00,0.40,124,184,0.673913,87,37,0.701613,0.722540,-0.020927,-2.595000,-0.014103,0.738940033446,0.131391,17,0,0.000000,-0.011761,0,0.000000,0
0.50-1.00,765,0.65-0.70,0.65,0.70,0.05,22,184,0.119565,15,7,0.681818,0.677727,0.004091,0.090000,0.000489,0.584303182706,0.233362,17,4,0.235294,-0.006218,4,0.005978,0
0.50-1.00,765,0.65-0.75,0.65,0.75,0.10,46,184,0.250000,34,12,0.739130,0.701957,0.037174,1.710000,0.009293,0.355172896638,0.449560,23,3,0.130435,-0.010144,4,0.005978,0
0.50-1.00,765,0.65-0.80,0.65,0.80,0.15,66,184,0.358696,47,19,0.712121,0.726667,-0.014545,-0.960000,-0.005217,0.663513752838,0.178150,26,2,0.076923,-0.012862,0,0.000000,0
0.50-1.00,765,0.65-0.85,0.65,0.85,0.20,76,184,0.413043,54,22,0.710526,0.741316,-0.030789,-2.340000,-0.012717,0.776072375446,0.110098,26,0,0.000000,-0.013947,0,0.000000,0
0.50-1.00,765,0.65-0.90,0.65,0.90,0.25,86,184,0.467391,64,22,0.744186,0.756047,-0.011860,-1.020000,-0.005543,0.656740159222,0.182606,26,0,0.000000,-0.012563,0,0.000000,0
0.50-1.00,765,0.65-0.95,0.65,0.95,0.30,88,184,0.478261,66,22,0.750000,0.759830,-0.009830,-0.865000,-0.004701,0.641801584558,0.192599,26,0,0.000000,-0.010905,0,0.000000,0
0.50-1.00,765,0.65-1.00,0.65,1.00,0.35,88,184,0.478261,66,22,0.750000,0.759830,-0.009830,-0.865000,-0.004701,0.641801584558,0.192599,17,0,0.000000,-0.010665,0,0.000000,0
0.50-1.00,765,0.70-0.75,0.70,0.75,0.05,24,184,0.130435,19,5,0.791667,0.724167,0.067500,1.620000,0.008804,0.314227330541,0.502756,15,3,0.200000,-0.009065,4,0.005978,0
0.50-1.00,765,0.70-0.80,0.70,0.80,0.10,44,184,0.239130,32,12,0.727273,0.751136,-0.023864,-1.050000,-0.005707,0.71291379404,0.146963,21,3,0.142857,-0.010572,0,0.000000,0
0.50-1.00,765,0.70-0.85,0.70,0.85,0.15,54,184,0.293478,39,15,0.722222,0.767222,-0.045000,-2.430000,-0.013207,0.829607298012,0.081127,24,2,0.083333,-0.010426,0,0.000000,0
0.50-1.00,765,0.70-0.90,0.70,0.90,0.20,64,184,0.347826,49,15,0.765625,0.782969,-0.017344,-1.110000,-0.006033,0.696149485964,0.157297,26,3,0.115385,-0.008575,0,0.000000,0
0.50-1.00,765,0.70-0.95,0.70,0.95,0.25,66,184,0.358696,51,15,0.772727,0.787197,-0.014470,-0.955000,-0.005190,0.678786496982,0.168267,26,3,0.115385,-0.006917,0,0.000000,0
0.50-1.00,765,0.70-1.00,0.70,1.00,0.30,66,184,0.358696,51,15,0.772727,0.787197,-0.014470,-0.955000,-0.005190,0.678786496982,0.168267,17,2,0.117647,-0.006589,0,0.000000,0
0.50-1.00,765,0.75-0.80,0.75,0.80,0.05,20,184,0.108696,13,7,0.650000,0.783500,-0.133500,-2.670000,-0.014511,0.950785283619,0.021918,12,2,0.166667,-0.009611,0,0.000000,0
0.50-1.00,765,0.75-0.85,0.75,0.85,0.10,30,184,0.163043,20,10,0.666667,0.801667,-0.135000,-4.050000,-0.022011,0.976162628541,0.010478,17,3,0.176471,-0.007513,0,0.000000,0
0.50-1.00,765,0.75-0.90,0.75,0.90,0.15,40,184,0.217391,30,10,0.750000,0.818250,-0.068250,-2.730000,-0.014837,0.904352643181,0.043662,21,6,0.285714,-0.005204,0,0.000000,0
0.50-1.00,765,0.75-0.95,0.75,0.95,0.20,42,184,0.228261,32,10,0.761905,0.823214,-0.061310,-2.575000,-0.013995,0.891541607658,0.049858,23,8,0.347826,-0.003273,0,0.000000,0
0.50-1.00,765,0.75-1.00,0.75,1.00,0.25,42,184,0.228261,32,10,0.761905,0.823214,-0.061310,-2.575000,-0.013995,0.891541607658,0.049858,15,6,0.400000,-0.002689,0,0.000000,0
0.50-1.00,765,0.80-0.85,0.80,0.85,0.05,10,184,0.054348,7,3,0.700000,0.838000,-0.138000,-1.380000,-0.007500,0.936349792769,0.028562,9,3,0.333333,-0.005109,0,0.000000,0
0.50-1.00,765,0.80-0.90,0.80,0.90,0.10,20,184,0.108696,17,3,0.850000,0.853000,-0.003000,-0.060000,-0.000326,0.662342408497,0.178917,12,6,0.500000,-0.002869,0,0.000000,0
0.50-1.00,765,0.80-0.95,0.80,0.95,0.15,22,184,0.119565,19,3,0.863636,0.859318,0.004318,0.095000,0.000516,0.624723460229,0.204312,14,7,0.500000,-0.001077,5,0.003065,0
0.50-1.00,765,0.80-1.00,0.80,1.00,0.20,22,184,0.119565,19,3,0.863636,0.859318,0.004318,0.095000,0.000516,0.624723460229,0.204312,9,5,0.555556,-0.000787,5,0.003065,0
0.50-1.00,765,0.85-0.90,0.85,0.90,0.05,10,184,0.054348,10,0,1.000000,0.868000,0.132000,1.320000,0.007174,0.242681214523,0.614964,4,3,0.750000,0.002364,0,0.000000,0
0.50-1.00,765,0.85-0.95,0.85,0.95,0.10,12,184,0.065217,12,0,1.000000,0.877083,0.122917,1.475000,0.008016,0.206521713559,0.685034,6,5,0.833333,0.002500,0,0.000000,0
0.50-1.00,765,0.85-1.00,0.85,1.00,0.15,12,184,0.065217,12,0,1.000000,0.877083,0.122917,1.475000,0.008016,0.206521713559,0.685034,4,4,1.000000,0.002772,0,0.000000,0
0.50-1.00,765,0.90-0.95,0.90,0.95,0.05,2,184,0.010870,2,0,1.000000,0.922500,0.077500,0.155000,0.000842,0.851,0.070070,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,765,0.90-1.00,0.90,1.00,0.10,2,184,0.010870,2,0,1.000000,0.922500,0.077500,0.155000,0.000842,0.851,0.070070,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,765,0.95-1.00,0.95,1.00,0.05,0,184,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,-0.000000,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,780,0.50-0.55,0.50,0.55,0.05,33,184,0.179348,17,16,0.515152,0.527879,-0.012727,-0.420000,-0.002283,0.626697347934,0.202942,8,2,0.250000,-0.010245,0,0.000000,0
0.50-1.00,780,0.50-0.60,0.50,0.60,0.10,62,184,0.336957,36,26,0.580645,0.549839,0.030806,1.910000,0.010380,0.36079829324,0.442736,14,1,0.071429,-0.015714,2,0.011522,0
0.50-1.00,780,0.50-0.65,0.50,0.65,0.15,98,184,0.532609,56,42,0.571429,0.580816,-0.009388,-0.920000,-0.005000,0.616688989531,0.209934,17,4,0.235294,-0.017478,0,0.000000,0
0.50-1.00,780,0.50-0.70,0.50,0.70,0.20,123,184,0.668478,74,49,0.601626,0.601138,0.000488,0.060000,0.000326,0.534903767071,0.271724,17,1,0.058824,-0.020572,2,0.001468,0
0.50-1.00,780,0.50-0.75,0.50,0.75,0.25,152,184,0.826087,92,60,0.605263,0.625395,-0.020132,-3.060000,-0.016630,0.728262779912,0.137712,17,2,0.117647,-0.021224,0,0.000000,0
0.50-1.00,780,0.50-0.80,0.50,0.80,0.30,166,184,0.902174,103,63,0.620482,0.638133,-0.017651,-2.930000,-0.015924,0.714585873295,0.145946,17,0,0.000000,-0.022768,0,0.000000,0
0.50-1.00,780,0.50-0.85,0.50,0.85,0.35,178,184,0.967391,114,64,0.640449,0.651348,-0.010899,-1.940000,-0.010543,0.654468729073,0.184111,17,0,0.000000,-0.024600,0,0.000000,0
0.50-1.00,780,0.50-0.90,0.50,0.90,0.40,181,184,0.983696,117,64,0.646409,0.655083,-0.008674,-1.570000,-0.008533,0.631984624446,0.199293,17,0,0.000000,-0.022728,0,0.000000,0
0.50-1.00,780,0.50-0.95,0.50,0.95,0.45,184,184,1.000000,120,64,0.652174,0.659261,-0.007087,-1.304000,-0.007087,0.615630295413,0.210680,17,0,0.000000,-0.021007,0,0.000000,0
0.50-1.00,780,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,120,64,0.652174,0.659261,-0.007087,-1.304000,-0.007087,0.615630295413,0.210680,11,0,0.000000,-0.021097,0,0.000000,0
0.50-1.00,780,0.55-0.60,0.55,0.60,0.05,29,184,0.157609,19,10,0.655172,0.574828,0.080345,2.330000,0.012663,0.247820716739,0.605862,17,1,0.058824,-0.015233,2,0.011522,0
0.50-1.00,780,0.55-0.65,0.55,0.65,0.10,65,184,0.353261,39,26,0.600000,0.607692,-0.007692,-0.500000,-0.002717,0.603650864033,0.219214,23,4,0.173913,-0.016193,0,0.000000,0
0.50-1.00,780,0.55-0.70,0.55,0.70,0.15,90,184,0.489130,57,33,0.633333,0.628000,0.005333,0.480000,0.002609,0.505431619474,0.296338,26,2,0.076923,-0.017257,2,0.001468,0
0.50-1.00,780,0.55-0.75,0.55,0.75,0.20,119,184,0.646739,75,44,0.630252,0.652437,-0.022185,-2.640000,-0.014348,0.730644175952,0.136294,26,3,0.115385,-0.018223,0,0.000000,0
0.50-1.00,780,0.55-0.80,0.55,0.80,0.25,133,184,0.722826,86,47,0.646617,0.665489,-0.018872,-2.510000,-0.013641,0.714085085649,0.146250,26,1,0.038462,-0.019724,0,0.000000,0
0.50-1.00,780,0.55-0.85,0.55,0.85,0.30,145,184,0.788043,97,48,0.668966,0.679448,-0.010483,-1.520000,-0.008261,0.645557381701,0.190065,26,0,0.000000,-0.021417,0,0.000000,0
0.50-1.00,780,0.55-0.90,0.55,0.90,0.35,148,184,0.804348,100,48,0.675676,0.683446,-0.007770,-1.150000,-0.006250,0.620022378981,0.207593,26,0,0.000000,-0.019542,0,0.000000,0
0.50-1.00,780,0.55-0.95,0.55,0.95,0.40,151,184,0.820652,103,48,0.682119,0.687974,-0.005854,-0.884000,-0.004804,0.601470941472,0.220785,26,0,0.000000,-0.017826,0,0.000000,0
0.50-1.00,780,0.55-1.00,0.55,1.00,0.45,151,184,0.820652,103,48,0.682119,0.687974,-0.005854,-0.884000,-0.004804,0.601470941472,0.220785,17,0,0.000000,-0.017760,0,0.000000,0
0.50-1.00,780,0.60-0.65,0.60,0.65,0.05,36,184,0.195652,20,16,0.555556,0.634167,-0.078611,-2.830000,-0.015380,0.874730876136,0.058126,17,4,0.235294,-0.009415,0,0.000000,0
0.50-1.00,780,0.60-0.70,0.60,0.70,0.10,61,184,0.331522,38,23,0.622951,0.653279,-0.030328,-1.850000,-0.010054,0.739240885103,0.131214,23,6,0.260870,-0.008679,0,0.000000,0
0.50-1.00,780,0.60-0.75,0.60,0.75,0.15,90,184,0.489130,56,34,0.622222,0.677444,-0.055222,-4.970000,-0.027011,0.891151785833,0.050048,26,7,0.269231,-0.008643,0,0.000000,0
0.50-1.00,780,0.60-0.80,0.60,0.80,0.20,104,184,0.565217,67,37,0.644231,0.690769,-0.046538,-4.840000,-0.026304,0.872231712198,0.059368,26,5,0.192308,-0.010144,0,0.000000,0
0.50-1.00,780,0.60-0.85,0.60,0.85,0.25,116,184,0.630435,78,38,0.672414,0.705603,-0.033190,-3.850000,-0.020924,0.815513126846,0.088569,26,3,0.115385,-0.011837,0,0.000000,0
0.50-1.00,780,0.60-0.90,0.60,0.90,0.30,119,184,0.646739,81,38,0.680672,0.709916,-0.029244,-3.480000,-0.018913,0.793446405692,0.100482,26,3,0.115385,-0.009962,0,0.000000,0
0.50-1.00,780,0.60-0.95,0.60,0.95,0.35,122,184,0.663043,84,38,0.688525,0.714869,-0.026344,-3.214000,-0.017467,0.776800904634,0.109690,26,3,0.115385,-0.008247,0,0.000000,0
0.50-1.00,780,0.60-1.00,0.60,1.00,0.40,122,184,0.663043,84,38,0.688525,0.714869,-0.026344,-3.214000,-0.017467,0.776800904634,0.109690,17,2,0.117647,-0.007744,0,0.000000,0
0.50-1.00,780,0.65-0.70,0.65,0.70,0.05,25,184,0.135870,18,7,0.720000,0.680800,0.039200,0.980000,0.005326,0.428605316823,0.367942,17,6,0.352941,-0.004466,4,0.005978,0
0.50-1.00,780,0.65-0.75,0.65,0.75,0.10,54,184,0.293478,36,18,0.666667,0.706296,-0.039630,-2.140000,-0.011630,0.787501337064,0.103749,23,9,0.391304,-0.004407,0,0.000000,0
0.50-1.00,780,0.65-0.80,0.65,0.80,0.15,68,184,0.369565,47,21,0.691176,0.720735,-0.029559,-2.010000,-0.010924,0.755284188679,0.121890,26,9,0.346154,-0.005399,0,0.000000,0
0.50-1.00,780,0.65-0.85,0.65,0.85,0.20,80,184,0.434783,58,22,0.725000,0.737750,-0.012750,-1.020000,-0.005543,0.657507326529,0.182099,26,6,0.230769,-0.007093,0,0.000000,0
0.50-1.00,780,0.65-0.90,0.65,0.90,0.25,83,184,0.451087,61,22,0.734940,0.742771,-0.007831,-0.650000,-0.003533,0.62143765649,0.206602,26,6,0.230769,-0.005217,0,0.000000,0
0.50-1.00,780,0.65-0.95,0.65,0.95,0.30,86,184,0.467391,64,22,0.744186,0.748651,-0.004465,-0.384000,-0.002087,0.595209153049,0.225330,26,6,0.230769,-0.003502,0,0.000000,0
0.50-1.00,780,0.65-1.00,0.65,1.00,0.35,86,184,0.467391,64,22,0.744186,0.748651,-0.004465,-0.384000,-0.002087,0.595209153049,0.225330,17,4,0.235294,-0.003207,0,0.000000,0
0.50-1.00,780,0.70-0.75,0.70,0.75,0.05,29,184,0.157609,18,11,0.620690,0.728276,-0.107586,-3.120000,-0.016957,0.930757394068,0.031164,15,8,0.533333,0.000011,0,0.000000,0
0.50-1.00,780,0.70-0.80,0.70,0.80,0.10,43,184,0.233696,29,14,0.674419,0.743953,-0.069535,-2.990000,-0.016250,0.887091443555,0.052032,21,9,0.428571,-0.002456,0,0.000000,0
0.50-1.00,780,0.70-0.85,0.70,0.85,0.15,55,184,0.298913,40,15,0.727273,0.763636,-0.036364,-2.000000,-0.010870,0.790441306367,0.102130,24,8,0.333333,-0.003983,0,0.000000,0
0.50-1.00,780,0.70-0.90,0.70,0.90,0.20,58,184,0.315217,43,15,0.741379,0.769483,-0.028103,-1.630000,-0.008859,0.752933537678,0.123243,26,9,0.346154,-0.002284,0,0.000000,0
0.50-1.00,780,0.70-0.95,0.70,0.95,0.25,61,184,0.331522,46,15,0.754098,0.776459,-0.022361,-1.364000,-0.007413,0.724531311488,0.139943,26,9,0.346154,-0.000569,0,0.000000,0
0.50-1.00,780,0.70-1.00,0.70,1.00,0.30,61,184,0.331522,46,15,0.754098,0.776459,-0.022361,-1.364000,-0.007413,0.724531311488,0.139943,17,6,0.352941,-0.000113,0,0.000000,0
0.50-1.00,780,0.75-0.80,0.75,0.80,0.05,14,184,0.076087,11,3,0.785714,0.776429,0.009286,0.130000,0.000707,0.615371153212,0.210863,13,5,0.384615,-0.004185,0,0.000000,0
0.50-1.00,780,0.75-0.85,0.75,0.85,0.10,26,184,0.141304,22,4,0.846154,0.803077,0.043077,1.120000,0.006087,0.397829328206,0.400303,16,4,0.250000,-0.005411,4,0.008318,0
0.50-1.00,780,0.75-0.90,0.75,0.90,0.15,29,184,0.157609,25,4,0.862069,0.810690,0.051379,1.490000,0.008098,0.333350239768,0.477099,19,6,0.315789,-0.003515,4,0.008318,0
0.50-1.00,780,0.75-0.95,0.75,0.95,0.20,32,184,0.173913,28,4,0.875000,0.820125,0.054875,1.756000,0.009543,0.29187743659,0.534799,20,7,0.350000,-0.001851,4,0.008318,0
0.50-1.00,780,0.75-1.00,0.75,1.00,0.25,32,184,0.173913,28,4,0.875000,0.820125,0.054875,1.756000,0.009543,0.29187743659,0.534799,13,5,0.384615,-0.001819,4,0.008318,0
0.50-1.00,780,0.80-0.85,0.80,0.85,0.05,12,184,0.065217,11,1,0.916667,0.834167,0.082500,0.990000,0.005380,0.384148522552,0.415501,8,2,0.250000,-0.006651,0,0.000000,0
0.50-1.00,780,0.80-0.90,0.80,0.90,0.10,15,184,0.081522,14,1,0.933333,0.842667,0.090667,1.360000,0.007391,0.291021232746,0.536075,11,4,0.363636,-0.004393,0,0.000000,0
0.50-1.00,780,0.80-0.95,0.80,0.95,0.15,18,184,0.097826,17,1,0.944444,0.854111,0.090333,1.626000,0.008837,0.237133155651,0.625008,12,5,0.416667,-0.002705,0,0.000000,0
0.50-1.00,780,0.80-1.00,0.80,1.00,0.20,18,184,0.097826,17,1,0.944444,0.854111,0.090333,1.626000,0.008837,0.237133155651,0.625008,8,4,0.500000,-0.002407,0,0.000000,0
