scope,horizon_seconds,price_range,band_low,band_high,band_width,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,minus_log10_p_value,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
0.50-1.00,330,0.50-0.60,0.50,0.60,0.10,10,184,0.054348,3,7,0.300000,0.544000,-0.244000,-2.440000,-0.013261,0.970256408679,0.013113,1,1,1.000000,0.004783,0,0.000000,0
0.50-1.00,330,0.50-0.65,0.50,0.65,0.15,16,184,0.086957,5,11,0.312500,0.580000,-0.267500,-4.280000,-0.023261,0.992470314027,0.003282,7,1,0.142857,-0.008442,0,0.000000,0
0.50-1.00,330,0.50-0.70,0.50,0.70,0.20,28,184,0.152174,15,13,0.535714,0.621786,-0.086071,-2.410000,-0.013098,0.872978759508,0.058996,12,2,0.166667,-0.009579,0,0.000000,0
0.50-1.00,330,0.50-0.75,0.50,0.75,0.25,42,184,0.228261,26,16,0.619048,0.656905,-0.037857,-1.590000,-0.008641,0.756625402455,0.121119,17,1,0.058824,-0.012896,0,0.000000,0
0.50-1.00,330,0.50-0.80,0.50,0.80,0.30,50,184,0.271739,30,20,0.600000,0.677200,-0.077200,-3.860000,-0.020978,0.907966252351,0.041930,17,1,0.058824,-0.013129,0,0.000000,0
0.50-1.00,330,0.50-0.85,0.50,0.85,0.35,62,184,0.336957,42,20,0.677419,0.707419,-0.030000,-1.860000,-0.010109,0.752865301317,0.123283,17,2,0.117647,-0.012696,0,0.000000,0
0.50-1.00,330,0.50-0.90,0.50,0.90,0.40,86,184,0.467391,63,23,0.732558,0.755709,-0.023151,-1.991000,-0.010821,0.745030201399,0.127826,17,4,0.235294,-0.011512,0,0.000000,0
0.50-1.00,330,0.50-0.95,0.50,0.95,0.45,129,184,0.701087,102,27,0.790698,0.813419,-0.022721,-2.931000,-0.015929,0.795176928321,0.099536,17,5,0.294118,-0.011189,0,0.000000,0
0.50-1.00,330,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,156,28,0.847826,0.862902,-0.015076,-2.774000,-0.015076,0.777976425349,0.109034,11,3,0.272727,-0.012757,0,0.000000,0
0.50-1.00,330,0.55-0.60,0.55,0.60,0.05,2,184,0.010870,0,2,0.000000,0.580000,-0.580000,-1.160000,-0.006304,1,-0.000000,1,1,1.000000,0.004783,0,0.000000,0
0.50-1.00,330,0.55-0.65,0.55,0.65,0.10,8,184,0.043478,2,6,0.250000,0.625000,-0.375000,-3.000000,-0.016304,0.99447584873,0.002406,7,1,0.142857,-0.008442,0,0.000000,0
0.50-1.00,330,0.55-0.70,0.55,0.70,0.15,20,184,0.108696,12,8,0.600000,0.656500,-0.056500,-1.130000,-0.006141,0.781923233522,0.106836,15,3,0.200000,-0.009348,0,0.000000,0
0.50-1.00,330,0.55-0.75,0.55,0.75,0.20,34,184,0.184783,23,11,0.676471,0.685588,-0.009118,-0.310000,-0.001685,0.625754378772,0.203596,23,2,0.086957,-0.011995,0,0.000000,0
0.50-1.00,330,0.55-0.80,0.55,0.80,0.25,42,184,0.228261,27,15,0.642857,0.704286,-0.061429,-2.580000,-0.014022,0.852725129151,0.069191,26,3,0.115385,-0.011683,0,0.000000,0
0.50-1.00,330,0.55-0.85,0.55,0.85,0.30,54,184,0.293478,39,15,0.722222,0.732963,-0.010741,-0.580000,-0.003152,0.639380774187,0.194240,26,5,0.192308,-0.011050,0,0.000000,0
0.50-1.00,330,0.55-0.90,0.55,0.90,0.35,78,184,0.423913,60,18,0.769231,0.778346,-0.009115,-0.711000,-0.003864,0.640204533068,0.193681,26,8,0.307692,-0.009902,0,0.000000,0
0.50-1.00,330,0.55-0.95,0.55,0.95,0.40,121,184,0.657609,99,22,0.818182,0.831826,-0.013645,-1.651000,-0.008973,0.712518880736,0.147204,26,8,0.307692,-0.009683,0,0.000000,0
0.50-1.00,330,0.55-1.00,0.55,1.00,0.45,176,184,0.956522,153,23,0.869318,0.877807,-0.008489,-1.494000,-0.008120,0.693361692721,0.159040,17,4,0.235294,-0.011333,0,0.000000,0
0.50-1.00,330,0.60-0.65,0.60,0.65,0.05,6,184,0.032609,2,4,0.333333,0.640000,-0.306667,-1.840000,-0.010000,0.974634688,0.011158,3,0,0.000000,-0.011115,0,0.000000,0
0.50-1.00,330,0.60-0.70,0.60,0.70,0.10,18,184,0.097826,12,6,0.666667,0.665000,0.001667,0.030000,0.000163,0.602685410372,0.219909,11,2,0.181818,-0.008158,0,0.000000,0
0.50-1.00,330,0.60-0.75,0.60,0.75,0.15,32,184,0.173913,23,9,0.718750,0.692187,0.026563,0.850000,0.004620,0.456315574116,0.340735,19,2,0.105263,-0.010218,847,0.014431,0
0.50-1.00,330,0.60-0.80,0.60,0.80,0.20,40,184,0.217391,27,13,0.675000,0.710500,-0.035500,-1.420000,-0.007717,0.753664061255,0.122822,25,5,0.200000,-0.009036,0,0.000000,0
0.50-1.00,330,0.60-0.85,0.60,0.85,0.25,52,184,0.282609,39,13,0.750000,0.738846,0.011154,0.580000,0.003152,0.49956353292,0.301409,26,7,0.269231,-0.008218,847,0.014431,0
0.50-1.00,330,0.60-0.90,0.60,0.90,0.30,76,184,0.413043,60,16,0.789474,0.783566,0.005908,0.449000,0.002440,0.515640398687,0.287653,26,10,0.384615,-0.007070,847,0.014431,0
0.50-1.00,330,0.60-0.95,0.60,0.95,0.35,119,184,0.646739,99,20,0.831933,0.836059,-0.004126,-0.491000,-0.002668,0.6093892038,0.215105,26,10,0.384615,-0.006852,0,0.000000,0
0.50-1.00,330,0.60-1.00,0.60,1.00,0.40,174,184,0.945652,153,21,0.879310,0.881230,-0.001920,-0.334000,-0.001815,0.591190477778,0.228273,17,5,0.294118,-0.008570,0,0.000000,0
0.50-1.00,330,0.65-0.70,0.65,0.70,0.05,12,184,0.065217,10,2,0.833333,0.677500,0.155833,1.870000,0.010163,0.20248888798,0.693599,5,2,0.400000,-0.004102,0,0.000000,0
0.50-1.00,330,0.65-0.75,0.65,0.75,0.10,26,184,0.141304,21,5,0.807692,0.704231,0.103462,2.690000,0.014620,0.173727332925,0.760132,13,3,0.230769,-0.007812,847,0.014431,0
0.50-1.00,330,0.65-0.80,0.65,0.80,0.15,34,184,0.184783,25,9,0.735294,0.722941,0.012353,0.420000,0.002283,0.523598955639,0.281001,22,7,0.318182,-0.006060,847,0.014431,0
0.50-1.00,330,0.65-0.85,0.65,0.85,0.20,46,184,0.250000,37,9,0.804348,0.751739,0.052609,2.420000,0.013152,0.259340000463,0.586130,26,11,0.423077,-0.004755,847,0.014431,0
0.50-1.00,330,0.65-0.90,0.65,0.90,0.25,70,184,0.380435,58,12,0.828571,0.795871,0.032700,2.289000,0.012440,0.301254096671,0.521067,26,13,0.500000,-0.003608,847,0.014431,0
0.50-1.00,330,0.65-0.95,0.65,0.95,0.30,113,184,0.614130,97,16,0.858407,0.846469,0.011938,1.349000,0.007332,0.419786936556,0.376971,26,11,0.423077,-0.003389,847,0.014431,0
0.50-1.00,330,0.65-1.00,0.65,1.00,0.35,168,184,0.913043,151,17,0.898810,0.889845,0.008964,1.506000,0.008185,0.40720934632,0.390182,17,5,0.294118,-0.005235,847,0.014431,0
0.50-1.00,330,0.70-0.75,0.70,0.75,0.05,14,184,0.076087,11,3,0.785714,0.727143,0.058571,0.820000,0.004457,0.442450273185,0.354136,8,3,0.375000,-0.004657,0,0.000000,0
0.50-1.00,330,0.70-0.80,0.70,0.80,0.10,22,184,0.119565,15,7,0.681818,0.747727,-0.065909,-1.450000,-0.007880,0.832624685876,0.079551,16,7,0.437500,-0.003447,0,0.000000,0
0.50-1.00,330,0.70-0.85,0.70,0.85,0.15,34,184,0.184783,27,7,0.794118,0.777941,0.016176,0.550000,0.002989,0.506946178215,0.295038,23,11,0.478261,-0.001977,847,0.014431,0
0.50-1.00,330,0.70-0.90,0.70,0.90,0.20,58,184,0.315217,48,10,0.827586,0.820362,0.007224,0.419000,0.002277,0.525308071035,0.279586,26,13,0.500000,-0.001103,847,0.014431,0
0.50-1.00,330,0.70-0.95,0.70,0.95,0.25,101,184,0.548913,87,14,0.861386,0.866545,-0.005158,-0.521000,-0.002832,0.63153731389,0.199601,26,13,0.500000,-0.000884,0,0.000000,0
0.50-1.00,330,0.70-1.00,0.70,1.00,0.30,156,184,0.847826,141,15,0.903846,0.906179,-0.002333,-0.364000,-0.001978,0.609332303318,0.215146,17,7,0.411765,-0.002482,0,0.000000,0
0.50-1.00,330,0.75-0.80,0.75,0.80,0.05,8,184,0.043478,4,4,0.500000,0.783750,-0.283750,-2.270000,-0.012337,0.98545467904,0.006363,9,4,0.444444,-0.003259,0,0.000000,0
0.50-1.00,330,0.75-0.85,0.75,0.85,0.10,20,184,0.108696,16,4,0.800000,0.813500,-0.013500,-0.270000,-0.001467,0.688137728647,0.162325,17,11,0.647059,0.000586,0,0.000000,0
0.50-1.00,330,0.75-0.90,0.75,0.90,0.15,44,184,0.239130,37,7,0.840909,0.850023,-0.009114,-0.401000,-0.002179,0.664158609817,0.177728,23,14,0.608696,0.001164,0,0.000000,0
0.50-1.00,330,0.75-0.95,0.75,0.95,0.20,87,184,0.472826,76,11,0.873563,0.888977,-0.015414,-1.341000,-0.007288,0.74597204823,0.127277,26,15,0.576923,0.001534,0,0.000000,0
0.50-1.00,330,0.75-1.00,0.75,1.00,0.25,142,184,0.771739,130,12,0.915493,0.923831,-0.008338,-1.184000,-0.006435,0.717510166264,0.144172,17,8,0.470588,0.000071,0,0.000000,0
0.50-1.00,330,0.80-0.85,0.80,0.85,0.05,12,184,0.065217,12,0,1.000000,0.833333,0.166667,2.000000,0.010870,0.111956998961,0.950949,12,8,0.666667,0.003365,0,0.000000,0
0.50-1.00,330,0.80-0.90,0.80,0.90,0.10,36,184,0.195652,33,3,0.916667,0.864750,0.051917,1.869000,0.010158,0.26305147106,0.579959,20,11,0.550000,0.001943,847,0.014431,0
0.50-1.00,330,0.80-0.95,0.80,0.95,0.15,79,184,0.429348,72,7,0.911392,0.899633,0.011759,0.929000,0.005049,0.45493411601,0.342051,26,14,0.538462,0.001999,847,0.014431,0
0.50-1.00,330,0.80-1.00,0.80,1.00,0.20,134,184,0.728261,126,8,0.940299,0.932194,0.008104,1.086000,0.005902,0.43662330293,0.359893,17,7,0.411765,0.000303,847,0.014431,0
0.50-1.00,330,0.85-0.90,0.85,0.90,0.05,24,184,0.130435,21,3,0.875000,0.880458,-0.005458,-0.131000,-0.000712,0.678858493658,0.168221,14,8,0.571429,0.002651,0,0.000000,0
0.50-1.00,330,0.85-0.95,0.85,0.95,0.10,67,184,0.364130,60,7,0.895522,0.911507,-0.015985,-1.071000,-0.005821,0.761490880015,0.118335,23,11,0.478261,0.001545,0,0.000000,0
0.50-1.00,330,0.85-1.00,0.85,1.00,0.15,122,184,0.663043,114,8,0.934426,0.941918,-0.007492,-0.914000,-0.004967,0.723508359927,0.140556,17,6,0.352941,-0.000129,0,0.000000,0
0.50-1.00,330,0.90-0.95,0.90,0.95,0.05,43,184,0.233696,39,4,0.906977,0.928837,-0.021860,-0.940000,-0.005109,0.811548317124,0.090686,17,6,0.352941,-0.000398,0,0.000000,0
0.50-1.00,330,0.90-1.00,0.90,1.00,0.10,98,184,0.532609,93,5,0.948980,0.956969,-0.007990,-0.783000,-0.004255,0.754618635348,0.122272,14,4,0.285714,-0.001595,0,0.000000,0
0.50-1.00,330,0.95-1.00,0.95,1.00,0.05,55,184,0.298913,54,1,0.981818,0.978964,0.002855,0.157000,0.000853,0.677440550964,0.169129,8,1,0.125000,-0.003736,3,0.001230,0
0.50-1.00,345,0.50-0.55,0.50,0.55,0.05,5,184,0.027174,4,1,0.800000,0.522000,0.278000,1.390000,0.007554,0.2161242504,0.665297,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,345,0.50-0.60,0.50,0.60,0.10,13,184,0.070652,8,5,0.615385,0.554615,0.060769,0.790000,0.004293,0.440062513478,0.356486,2,1,0.500000,-0.002283,0,0.000000,0
0.50-1.00,345,0.50-0.65,0.50,0.65,0.15,24,184,0.130435,15,9,0.625000,0.588333,0.036667,0.880000,0.004783,0.442093661914,0.354486,7,0,0.000000,-0.008533,1,0.004783,0
0.50-1.00,345,0.50-0.70,0.50,0.70,0.20,31,184,0.168478,18,13,0.580645,0.609677,-0.029032,-0.900000,-0.004891,0.701136025799,0.154198,13,2,0.153846,-0.006538,0,0.000000,0
0.50-1.00,345,0.50-0.75,0.50,0.75,0.25,42,184,0.228261,27,15,0.642857,0.640476,0.002381,0.100000,0.000543,0.557362849595,0.253862,17,0,0.000000,-0.010451,1,0.000543,0
0.50-1.00,345,0.50-0.80,0.50,0.80,0.30,55,184,0.298913,37,18,0.672727,0.675091,-0.002364,-0.130000,-0.000707,0.579231640958,0.237148,17,1,0.058824,-0.012091,0,0.000000,0
0.50-1.00,345,0.50-0.85,0.50,0.85,0.35,69,184,0.375000,48,21,0.695652,0.707101,-0.011449,-0.790000,-0.004293,0.642320635166,0.192248,17,2,0.117647,-0.012254,0,0.000000,0
0.50-1.00,345,0.50-0.90,0.50,0.90,0.40,90,184,0.489130,69,21,0.766667,0.748333,0.018333,1.650000,0.008967,0.39237630871,0.406297,17,3,0.176471,-0.009600,847,0.014431,0
0.50-1.00,345,0.50-0.95,0.50,0.95,0.45,131,184,0.711957,107,24,0.816794,0.804710,0.012084,1.583000,0.008603,0.407454704394,0.389921,17,4,0.235294,-0.007846,847,0.014431,0
0.50-1.00,345,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,158,26,0.858696,0.854413,0.004283,0.788000,0.004283,0.48183920219,0.317098,11,2,0.181818,-0.007978,847,0.014431,0
0.50-1.00,345,0.55-0.60,0.55,0.60,0.05,8,184,0.043478,4,4,0.500000,0.575000,-0.075000,-0.600000,-0.003261,0.785347705157,0.104938,2,1,0.500000,-0.002283,0,0.000000,0
0.50-1.00,345,0.55-0.65,0.55,0.65,0.10,19,184,0.103261,11,8,0.578947,0.605789,-0.026842,-0.510000,-0.002772,0.686667229922,0.163254,8,1,0.125000,-0.006868,0,0.000000,0
0.50-1.00,345,0.55-0.70,0.55,0.70,0.15,26,184,0.141304,14,12,0.538462,0.626538,-0.088077,-2.290000,-0.012446,0.87128768696,0.059838,16,4,0.250000,-0.004555,0,0.000000,0
0.50-1.00,345,0.55-0.75,0.55,0.75,0.20,37,184,0.201087,23,14,0.621622,0.656486,-0.034865,-1.290000,-0.007011,0.737208632403,0.132410,23,3,0.130435,-0.008235,0,0.000000,0
0.50-1.00,345,0.55-0.80,0.55,0.80,0.25,50,184,0.271739,33,17,0.660000,0.690400,-0.030400,-1.520000,-0.008261,0.738132222232,0.131866,26,4,0.153846,-0.009038,0,0.000000,0
0.50-1.00,345,0.55-0.85,0.55,0.85,0.30,64,184,0.347826,44,20,0.687500,0.721562,-0.034062,-2.180000,-0.011848,0.77969049604,0.108078,26,5,0.192308,-0.009267,0,0.000000,0
0.50-1.00,345,0.55-0.90,0.55,0.90,0.35,85,184,0.461957,65,20,0.764706,0.761647,0.003059,0.260000,0.001413,0.533155710886,0.273146,26,8,0.307692,-0.006409,847,0.014431,0
0.50-1.00,345,0.55-0.95,0.55,0.95,0.40,126,184,0.684783,103,23,0.817460,0.815929,0.001532,0.193000,0.001049,0.537821145885,0.269362,26,8,0.307692,-0.004696,847,0.014431,0
0.50-1.00,345,0.55-1.00,0.55,1.00,0.45,179,184,0.972826,154,25,0.860335,0.863698,-0.003363,-0.602000,-0.003272,0.609107812521,0.215306,17,5,0.294118,-0.004580,0,0.000000,0
0.50-1.00,345,0.60-0.65,0.60,0.65,0.05,11,184,0.059783,7,4,0.636364,0.628182,0.008182,0.090000,0.000489,0.610129287761,0.214578,3,0,0.000000,-0.009275,0,0.000000,0
0.50-1.00,345,0.60-0.70,0.60,0.70,0.10,18,184,0.097826,10,8,0.555556,0.649444,-0.093889,-1.690000,-0.009185,0.860284567649,0.065358,10,3,0.300000,-0.002875,0,0.000000,0
0.50-1.00,345,0.60-0.75,0.60,0.75,0.15,29,184,0.157609,19,10,0.655172,0.678966,-0.023793,-0.690000,-0.003750,0.688969732068,0.161800,18,4,0.222222,-0.006268,0,0.000000,0
0.50-1.00,345,0.60-0.80,0.60,0.80,0.20,42,184,0.228261,29,13,0.690476,0.712381,-0.021905,-0.920000,-0.005000,0.693631988264,0.158871,24,6,0.250000,-0.006381,0,0.000000,0
0.50-1.00,345,0.60-0.85,0.60,0.85,0.25,56,184,0.304348,40,16,0.714286,0.742500,-0.028214,-1.580000,-0.008587,0.74507046945,0.127803,26,8,0.307692,-0.006182,0,0.000000,0
0.50-1.00,345,0.60-0.90,0.60,0.90,0.30,77,184,0.418478,61,16,0.792208,0.781039,0.011169,0.860000,0.004674,0.469061520104,0.328770,26,12,0.461538,-0.003324,847,0.014431,0
0.50-1.00,345,0.60-0.95,0.60,0.95,0.35,118,184,0.641304,99,19,0.838983,0.832263,0.006720,0.793000,0.004310,0.479822634959,0.318919,26,11,0.423077,-0.001611,847,0.014431,0
0.50-1.00,345,0.60-1.00,0.60,1.00,0.40,171,184,0.929348,150,21,0.877193,0.877205,-0.000012,-0.002000,-0.000011,0.558857161152,0.252699,17,7,0.411765,-0.001499,0,0.000000,0
0.50-1.00,345,0.65-0.70,0.65,0.70,0.05,7,184,0.038043,3,4,0.428571,0.682857,-0.254286,-1.780000,-0.009674,0.96346293526,0.016165,4,3,0.750000,0.004796,0,0.000000,0
0.50-1.00,345,0.65-0.75,0.65,0.75,0.10,18,184,0.097826,12,6,0.666667,0.710000,-0.043333,-0.780000,-0.004239,0.753406030174,0.122971,13,5,0.384615,-0.003139,0,0.000000,0
0.50-1.00,345,0.65-0.80,0.65,0.80,0.15,31,184,0.168478,22,9,0.709677,0.742258,-0.032581,-1.010000,-0.005489,0.739767652547,0.130905,21,9,0.428571,-0.003662,0,0.000000,0
0.50-1.00,345,0.65-0.85,0.65,0.85,0.20,45,184,0.244565,33,12,0.733333,0.770444,-0.037111,-1.670000,-0.009076,0.784859583673,0.105208,26,12,0.461538,-0.002952,0,0.000000,0
0.50-1.00,345,0.65-0.90,0.65,0.90,0.25,66,184,0.358696,54,12,0.818182,0.806515,0.011667,0.770000,0.004185,0.478098354315,0.320483,26,15,0.576923,-0.000094,847,0.014431,0
0.50-1.00,345,0.65-0.95,0.65,0.95,0.30,107,184,0.581522,92,15,0.859813,0.853243,0.006570,0.703000,0.003821,0.489185876986,0.310526,26,13,0.500000,0.001618,847,0.014431,0
0.50-1.00,345,0.65-1.00,0.65,1.00,0.35,160,184,0.869565,143,17,0.893750,0.894325,-0.000575,-0.092000,-0.000500,0.574504845067,0.240706,17,8,0.470588,0.001804,0,0.000000,0
0.50-1.00,345,0.70-0.75,0.70,0.75,0.05,11,184,0.059783,9,2,0.818182,0.727273,0.090909,1.000000,0.005435,0.38702399841,0.412262,7,3,0.428571,-0.003074,0,0.000000,0
0.50-1.00,345,0.70-0.80,0.70,0.80,0.10,24,184,0.130435,19,5,0.791667,0.759583,0.032083,0.770000,0.004185,0.465211869578,0.332349,15,5,0.333333,-0.004790,847,0.014431,0
0.50-1.00,345,0.70-0.85,0.70,0.85,0.15,38,184,0.206522,30,8,0.789474,0.786579,0.002895,0.110000,0.000598,0.576006709244,0.239572,23,9,0.391304,-0.003118,847,0.014431,0
0.50-1.00,345,0.70-0.90,0.70,0.90,0.20,59,184,0.320652,51,8,0.864407,0.821186,0.043220,2.550000,0.013859,0.246150124811,0.608800,26,12,0.461538,-0.000993,847,0.014431,0
0.50-1.00,345,0.70-0.95,0.70,0.95,0.25,100,184,0.543478,89,11,0.890000,0.865170,0.024830,2.483000,0.013495,0.284010755551,0.546665,26,12,0.461538,0.000720,847,0.014431,0
0.50-1.00,345,0.70-1.00,0.70,1.00,0.30,153,184,0.831522,140,13,0.915033,0.904000,0.011033,1.688000,0.009174,0.378948676733,0.421420,17,7,0.411765,0.000698,847,0.014431,0
0.50-1.00,345,0.75-0.80,0.75,0.80,0.05,13,184,0.070652,10,3,0.769231,0.786923,-0.017692,-0.230000,-0.001250,0.706303090267,0.151009,9,3,0.333333,-0.006395,0,0.000000,0
0.50-1.00,345,0.75-0.85,0.75,0.85,0.10,27,184,0.146739,21,6,0.777778,0.810741,-0.032963,-0.890000,-0.004837,0.761600655048,0.118273,17,9,0.529412,-0.001536,0,0.000000,0
0.50-1.00,345,0.75-0.90,0.75,0.90,0.15,48,184,0.260870,42,6,0.875000,0.842708,0.032292,1.550000,0.008424,0.35176957085,0.453742,23,12,0.521739,0.000860,847,0.014431,0
0.50-1.00,345,0.75-0.95,0.75,0.95,0.20,89,184,0.483696,80,9,0.898876,0.882213,0.016663,1.483000,0.008060,0.385619329105,0.413841,26,15,0.576923,0.002710,847,0.014431,0
0.50-1.00,345,0.75-1.00,0.75,1.00,0.25,142,184,0.771739,131,11,0.922535,0.917690,0.004845,0.688000,0.003739,0.492231960428,0.307830,17,9,0.529412,0.002833,847,0.014431,0
0.50-1.00,345,0.80-0.85,0.80,0.85,0.05,14,184,0.076087,11,3,0.785714,0.832857,-0.047143,-0.660000,-0.003587,0.805035212401,0.094185,12,6,0.500000,0.001574,0,0.000000,0
0.50-1.00,345,0.80-0.90,0.80,0.90,0.10,35,184,0.190217,32,3,0.914286,0.863429,0.050857,1.780000,0.009674,0.276344511429,0.558549,20,11,0.550000,0.003111,847,0.014431,0
0.50-1.00,345,0.80-0.95,0.80,0.95,0.15,76,184,0.413043,70,6,0.921053,0.898513,0.022539,1.713000,0.009310,0.335711073563,0.474034,26,17,0.653846,0.004342,847,0.014431,0
0.50-1.00,345,0.80-1.00,0.80,1.00,0.20,129,184,0.701087,121,8,0.937984,0.930868,0.007116,0.918000,0.004989,0.459794177377,0.337437,17,11,0.647059,0.004473,847,0.014431,0
0.50-1.00,345,0.85-0.90,0.85,0.90,0.05,21,184,0.114130,21,0,1.000000,0.883810,0.116190,2.440000,0.013261,0.0745300664093,1.127668,14,10,0.714286,0.006234,847,0.014431,1
0.50-1.00,345,0.85-0.95,0.85,0.95,0.10,62,184,0.336957,59,3,0.951613,0.913339,0.038274,2.373000,0.012897,0.202571884252,0.693421,23,16,0.695652,0.005167,847,0.014431,0
0.50-1.00,345,0.85-1.00,0.85,1.00,0.15,115,184,0.625000,110,5,0.956522,0.942800,0.013722,1.578000,0.008576,0.348105472681,0.458289,17,11,0.647059,0.004636,847,0.014431,0
0.50-1.00,345,0.90-0.95,0.90,0.95,0.05,41,184,0.222826,38,3,0.926829,0.928463,-0.001634,-0.067000,-0.000364,0.662957007979,0.178515,17,9,0.529412,0.002852,0,0.000000,0
0.50-1.00,345,0.90-1.00,0.90,1.00,0.10,94,184,0.510870,89,5,0.946809,0.955979,-0.009170,-0.862000,-0.004685,0.767771351122,0.114768,14,7,0.500000,0.002407,0,0.000000,0
0.50-1.00,345,0.95-1.00,0.95,1.00,0.05,53,184,0.288043,51,2,0.962264,0.977264,-0.015000,-0.795000,-0.004321,0.881124085868,0.054963,8,3,0.375000,-0.000555,0,0.000000,0
0.50-1.00,360,0.50-0.55,0.50,0.55,0.05,6,184,0.032609,4,2,0.666667,0.523333,0.143333,0.860000,0.004674,0.3883970468,0.410724,0,0,0.000000,0.000000,0,0.000000,0
0.50-1.00,360,0.50-0.60,0.50,0.60,0.10,16,184,0.086957,7,9,0.437500,0.557500,-0.120000,-1.920000,-0.010435,0.88851559053,0.051335,3,2,0.666667,-0.001250,0,0.000000,0
0.50-1.00,360,0.50-0.65,0.50,0.65,0.15,22,184,0.119565,11,11,0.500000,0.578182,-0.078182,-1.720000,-0.009348,0.832180362039,0.079783,8,3,0.375000,-0.002656,0,0.000000,0
0.50-1.00,360,0.50-0.70,0.50,0.70,0.20,34,184,0.184783,20,14,0.588235,0.612941,-0.024706,-0.840000,-0.004565,0.68603546601,0.163653,14,4,0.285714,-0.005066,0,0.000000,0
0.50-1.00,360,0.50-0.75,0.50,0.75,0.25,40,184,0.217391,24,16,0.600000,0.631000,-0.031000,-1.240000,-0.006739,0.720687879086,0.142253,17,2,0.117647,-0.009367,0,0.000000,0
0.50-1.00,360,0.50-0.80,0.50,0.80,0.30,55,184,0.298913,33,22,0.600000,0.672182,-0.072182,-3.970000,-0.021576,0.903152373973,0.044239,17,1,0.058824,-0.013104,0,0.000000,0
0.50-1.00,360,0.50-0.85,0.50,0.85,0.35,71,184,0.385870,46,25,0.647887,0.706761,-0.058873,-4.180000,-0.022717,0.893360817979,0.048973,17,2,0.117647,-0.013104,0,0.000000,0
0.50-1.00,360,0.50-0.90,0.50,0.90,0.40,98,184,0.532609,71,27,0.724490,0.754837,-0.030347,-2.974000,-0.016163,0.803219150678,0.095166,17,5,0.294118,-0.008566,0,0.000000,0
0.50-1.00,360,0.50-0.95,0.50,0.95,0.45,137,184,0.744565,109,28,0.795620,0.804679,-0.009058,-1.241000,-0.006745,0.659740469919,0.180627,17,6,0.352941,-0.005202,0,0.000000,0
0.50-1.00,360,0.50-1.00,0.50,1.00,0.50,184,184,1.000000,154,30,0.836957,0.848560,-0.011603,-2.135000,-0.011603,0.724443395384,0.139996,11,4,0.363636,-0.003414,0,0.000000,0
0.50-1.00,360,0.55-0.60,0.55,0.60,0.05,10,184,0.054348,3,7,0.300000,0.578000,-0.278000,-2.780000,-0.015109,0.982301123077,0.007755,3,2,0.666667,-0.001250,0,0.000000,0
0.50-1.00,360,0.55-0.65,0.55,0.65,0.10,16,184,0.086957,7,9,0.437500,0.598750,-0.161250,-2.580000,-0.014022,0.940817664974,0.026495,9,3,0.333333,-0.003400,0,0.000000,0
0.50-1.00,360,0.55-0.70,0.55,0.70,0.15,28,184,0.152174,16,12,0.571429,0.632143,-0.060714,-1.700000,-0.009239,0.807866341134,0.092660,17,5,0.294118,-0.004425,0,0.000000,0
0.50-1.00,360,0.55-0.75,0.55,0.75,0.20,34,184,0.184783,20,14,0.588235,0.650000,-0.061765,-2.100000,-0.011413,0.82738678067,0.082291,23,3,0.130435,-0.008573,0,0.000000,0
0.50-1.00,360,0.55-0.80,0.55,0.80,0.25,49,184,0.266304,29,20,0.591837,0.690408,-0.098571,-4.830000,-0.026250,0.949979757715,0.022286,26,2,0.076923,-0.011532,0,0.000000,0
0.50-1.00,360,0.55-0.85,0.55,0.85,0.30,65,184,0.353261,42,23,0.646154,0.723692,-0.077538,-5.040000,-0.027391,0.938884126326,0.027388,26,3,0.115385,-0.011553,0,0.000000,0
0.50-1.00,360,0.55-0.90,0.55,0.90,0.35,92,184,0.500000,67,25,0.728261,0.769935,-0.041674,-3.834000,-0.020837,0.865411532259,0.062777,26,9,0.346154,-0.006977,0,0.000000,0
0.50-1.00,360,0.55-0.95,0.55,0.95,0.40,131,184,0.711957,105,26,0.801527,0.817565,-0.016038,-2.101000,-0.011418,0.735335861057,0.133514,26,10,0.384615,-0.003496,0,0.000000,0
0.50-1.00,360,0.55-1.00,0.55,1.00,0.45,178,184,0.967391,150,28,0.842697,0.859522,-0.016826,-2.995000,-0.016277,0.791552619723,0.101520,17,7,0.411765,-0.001794,0,0.000000,0
0.50-1.00,360,0.60-0.65,0.60,0.65,0.05,6,184,0.032609,4,2,0.666667,0.633333,0.033333,0.200000,0.001087,0.61317850112,0.212413,3,0,0.000000,-0.008044,0,0.000000,0
0.50-1.00,360,0.60-0.70,0.60,0.70,0.10,18,184,0.097826,13,5,0.722222,0.662222,0.060000,1.080000,0.005870,0.396477895416,0.401781,10,1,0.100000,-0.007261,0,0.000000,0
0.50-1.00,360,0.60-0.75,0.60,0.75,0.15,24,184,0.130435,17,7,0.708333,0.680000,0.028333,0.680000,0.003696,0.479135202835,0.319542,18,0,0.000000,-0.011135,1,0.003696,0
