sample,profit_margin,profit_margin_cents,universe_contracts,base_divergences,base_divergence_rate,occurrence_contracts,occurrence_rate,divergent_occurrence_contracts,p_diverge_given_margin_occurred,wilson_ci_low,wilson_ci_high
latch_2m_1m_window,0.0,0,1158,89,0.0768566493955095,914,0.7892918825561313,14,0.015317286652078774,0.009145705140540394,0.025546119679777178
latch_2m_1m_window,0.01,1,1158,89,0.0768566493955095,896,0.7737478411053541,14,0.015625,0.009329873324855706,0.026055910128587656
latch_2m_1m_window,0.02,2,1158,89,0.0768566493955095,869,0.7504317789291882,14,0.01611047180667434,0.009620466214161445,0.02685992152171182
latch_2m_1m_window,0.03,3,1158,89,0.0768566493955095,836,0.7219343696027634,14,0.01674641148325359,0.010001191241854545,0.027912624887282196
latch_2m_1m_window,0.04,4,1158,89,0.0768566493955095,813,0.7020725388601037,14,0.017220172201722016,0.010284870997963377,0.028696493320406306
latch_2m_1m_window,0.05,5,1158,89,0.0768566493955095,789,0.6813471502590673,13,0.016476552598225603,0.009653792847298042,0.02798499906271273
latch_2m_1m_window,0.06,6,1158,89,0.0768566493955095,774,0.6683937823834197,13,0.016795865633074936,0.00984136856704505,0.028523254770148537
latch_2m_1m_window,0.07,7,1158,89,0.0768566493955095,750,0.6476683937823834,12,0.016,0.0091758692947822,0.02775708850430981
latch_2m_1m_window,0.08,8,1158,89,0.0768566493955095,737,0.6364421416234888,12,0.016282225237449117,0.009338137706329352,0.0282429052588605
latch_2m_1m_window,0.09,9,1158,89,0.0768566493955095,710,0.613126079447323,12,0.016901408450704224,0.009694194385490854,0.02930829580280862
latch_2m_1m_window,0.1,10,1158,89,0.0768566493955095,694,0.5993091537132987,12,0.01729106628242075,0.009918299925034008,0.029978433087156725
latch_2m_1m_window,0.11,11,1158,89,0.0768566493955095,682,0.5889464594127807,12,0.017595307917888565,0.01009329888088262,0.030501497351950162
latch_2m_1m_window,0.12,12,1158,89,0.0768566493955095,675,0.582901554404145,12,0.017777777777777778,0.010198263120636963,0.030815133819090942
latch_2m_1m_window,0.13,13,1158,89,0.0768566493955095,665,0.57426597582038,12,0.01804511278195489,0.01035205625300909,0.03127454113567009
latch_2m_1m_window,0.14,14,1158,89,0.0768566493955095,651,0.5621761658031088,12,0.018433179723502304,0.01057532749102734,0.031941213913794834
latch_2m_1m_window,0.15,15,1158,89,0.0768566493955095,639,0.5518134715025906,12,0.018779342723004695,0.010774512763925248,0.0325356899360867
latch_2m_1m_window,0.16,16,1158,89,0.0768566493955095,626,0.540587219343696,11,0.01757188498402556,0.009839567299157189,0.03118916119384803
latch_2m_1m_window,0.17,17,1158,89,0.0768566493955095,618,0.533678756476684,11,0.01779935275080906,0.009967303056911549,0.03158926054385109
latch_2m_1m_window,0.18,18,1158,89,0.0768566493955095,611,0.5276338514680483,11,0.01800327332242226,0.010081823696298304,0.0319478632995068
