sample,profit_margin,contracts,model_signal_contracts,trades,trade_rate,divergences,divergence_rate,mean_all_in_cost,mean_fee_adjusted_edge,mean_predicted_diverge_prob,mean_profit_per_trade,mean_profit_per_contract,total_profit,total_model_expected_profit,bootstrap_expected_total_profit,bootstrap_total_profit_ci_low,bootstrap_total_profit_ci_high,bootstrap_expected_trades,bootstrap_trades_ci_low,bootstrap_trades_ci_high,arb_opportunities,total_arb_opportunity_seconds,avg_arb_opportunity_seconds,bootstrap_expected_avg_arb_opportunity_seconds,bootstrap_avg_arb_opportunity_seconds_ci_low,bootstrap_avg_arb_opportunity_seconds_ci_high
calibration,0.67,232,205,10,0.04310344827586207,4,0.4,0.281728693,0.718271307,0.06656102235749087,0.318271307,0.013718590818965518,3.18271307,6.517102846425091,3.2187371849199997,0.02977346924999996,6.960081818249997,9.9485,4.0,16.0,13,96.31299999999999,7.408692307692307,7.42856878098524,4.932401648351648,10.469027499999994
calibration,0.68,232,205,10,0.04310344827586207,4,0.4,0.28010913200000004,0.719890868,0.06656102235749087,0.319890868,0.01378839948275862,3.1989086799999997,6.533298456425092,3.1885653266149996,0.09722848125000008,6.9714298155,10.009,4.0,17.0,12,82.272,6.856000000000001,6.872697608006495,4.739815714285714,9.484721022727271
calibration,0.69,232,205,9,0.03879310344827586,4,0.4444444444444444,0.26119223,0.73880777,0.0665149927250768,0.2943633255555555,0.01141926693965517,2.6492699299999996,6.05063499547431,2.6175346930699996,-0.38506153175000035,6.264986507249998,8.999,4.0,15.0,11,67.257,6.114272727272728,6.136999073348008,3.823039285714286,9.198477272727272
calibration,0.7,232,205,9,0.03879310344827586,4,0.4444444444444444,0.2495045455555556,0.7504954544444444,0.0665149927250768,0.30605100999999996,0.011872668491379308,2.7544590899999997,6.155824155474309,2.74048484432,-0.15708839000000013,6.566516431249995,9.1055,4.0,16.0,11,63.388999999999996,5.762636363636363,5.761790246874628,3.5216239285714286,8.715404999999997
calibration,0.71,232,205,8,0.034482758620689655,4,0.5,0.23234793750000002,0.7676520625000001,0.06041822191629882,0.26765206249999995,0.00922938146551724,2.1412164999999996,5.657870724669609,2.113808585865,-0.6593977775000001,5.584924072499999,8.113,3.0,14.0,10,60.18,6.018,6.026188602188252,4.157132467532468,9.193366666666664
calibration,0.72,232,205,8,0.034482758620689655,4,0.5,0.22974218750000003,0.7702578125,0.06041822191629882,0.27025781249999997,0.009319234913793103,2.1620624999999998,5.678716724669609,2.15147138704,-0.61764842225,5.669158054499999,7.965,3.0,13.0,10,58.195,5.8195,5.8744016665040215,3.633208928571429,9.342074999999998
calibration,0.73,232,205,8,0.034482758620689655,4,0.5,0.1986621875,0.8013378125,0.06041822191629882,0.3013378125,0.010390959051724139,2.4107025,5.927356724669609,2.4386314749899998,-0.27582457925,5.868459358499999,7.944,3.0,14.0,9,53.19500000000001,5.910555555555557,5.891298162202464,3.43925,9.491212499999996
calibration,0.74,232,205,7,0.03017241379310345,4,0.5714285714285714,0.18941721428571429,0.8105827857142858,0.05036018163802334,0.2391542142857143,0.0072158599137931035,1.6740795,5.321558228533837,1.6129337586249999,-0.7073957875000001,4.690248023249996,7.071,3.0,13.0,8,51.159000000000006,6.394875000000001,6.385127375222162,4.0156375,10.304324999999999
calibration,0.75,232,205,7,0.03017241379310345,4,0.5714285714285714,0.1519936442857143,0.8480063557142857,0.05036018163802334,0.2765777842857143,0.008345019353448276,1.93604449,5.583523218533837,1.9048130671999997,-0.5265760650000001,5.092961780999999,6.985,2.0,12.024999999999864,8,47.114,5.88925,5.968171540147181,3.0086666666666666,10.01053541666666
calibration,0.76,232,205,6,0.02586206896551724,4,0.6666666666666666,0.13716013166666668,0.8628398683333334,0.047968485379908034,0.19617320166666663,0.005073444870689654,1.1770392099999998,4.8892282977205515,1.133431254785,-0.8718804200000001,3.8412492672499994,6.0505,2.0,11.0,7,30.098999999999997,4.299857142857142,4.1846985493239135,2.2758333333333334,5.6394
calibration,0.77,232,205,6,0.02586206896551724,4,0.6666666666666666,0.13716013166666668,0.8628398683333334,0.047968485379908034,0.19617320166666663,0.005073444870689654,1.1770392099999998,4.8892282977205515,1.213237876745,-0.7620677990000001,4.07026631725,5.995,2.0,11.0,7,30.098999999999997,4.299857142857142,4.226822825500156,2.408,5.6394
